,day,seq_num,exposure_id,exposure_time,time
2021100700087,20211007,87,2021100700087,1.6,2021-10-07T18:20:04.808343
2021100700086,20211007,86,2021100700086,1.4,2021-10-07T18:20:00.557635
2021100700085,20211007,85,2021100700085,1.4,2021-10-07T18:19:54.111996
2021100700084,20211007,84,2021100700084,1.2,2021-10-07T18:19:50.113586
2021100700083,20211007,83,2021100700083,1.2,2021-10-07T18:19:43.807258
2021100700082,20211007,82,2021100700082,1.0,2021-10-07T18:19:39.825255
2021100700081,20211007,81,2021100700081,1.0,2021-10-07T18:19:33.663492
2021100700080,20211007,80,2021100700080,0.8,2021-10-07T18:19:29.871500
2021100700079,20211007,79,2021100700079,0.8,2021-10-07T18:19:23.990814
2021100700078,20211007,78,2021100700078,0.6,2021-10-07T18:19:20.393904
2021100700077,20211007,77,2021100700077,0.6,2021-10-07T18:19:14.728656
2021100700076,20211007,76,2021100700076,0.4,2021-10-07T18:19:11.489563
2021100700075,20211007,75,2021100700075,0.4,2021-10-07T18:19:06.087723
2021100700074,20211007,74,2021100700074,0.2,2021-10-07T18:19:02.880935
2021100700073,20211007,73,2021100700073,0.2,2021-10-07T18:18:57.673339
2021100700072,20211007,72,2021100700072,2.0,2021-10-07T18:18:07.696400
2021100700071,20211007,71,2021100700071,2.0,2021-10-07T18:18:03.072669
2021100700070,20211007,70,2021100700070,2.0,2021-10-07T18:17:58.438968
2021100700069,20211007,69,2021100700069,2.0,2021-10-07T18:17:53.812135
2021100700068,20211007,68,2021100700068,2.0,2021-10-07T18:17:49.181865
2021100700067,20211007,67,2021100700067,2.0,2021-10-07T18:17:44.559162
2021100700066,20211007,66,2021100700066,2.0,2021-10-07T18:17:39.931483
2021100700065,20211007,65,2021100700065,2.0,2021-10-07T18:17:35.308202
2021100700064,20211007,64,2021100700064,2.0,2021-10-07T18:17:30.677231
2021100700063,20211007,63,2021100700063,2.0,2021-10-07T18:17:26.055082
2021100600135,20211006,135,2021100600135,16.0,2021-10-06T23:04:41.983911
2021100600134,20211006,134,2021100600134,16.0,2021-10-06T23:04:12.050656
2021100600133,20211006,133,2021100600133,16.0,2021-10-06T23:03:48.474213
2021100600132,20211006,132,2021100600132,16.0,2021-10-06T23:03:24.789312
2021100600131,20211006,131,2021100600131,8.0,2021-10-06T23:03:04.345724
2021100600130,20211006,130,2021100600130,8.0,2021-10-06T23:02:45.400952
2021100600129,20211006,129,2021100600129,8.0,2021-10-06T23:02:29.502945
2021100600128,20211006,128,2021100600128,8.0,2021-10-06T23:01:56.781857
2021100600127,20211006,127,2021100600127,4.0,2021-10-06T23:00:14.575953
2021100600126,20211006,126,2021100600126,4.0,2021-10-06T22:59:58.451977
2021100600125,20211006,125,2021100600125,4.0,2021-10-06T22:59:45.587881
2021100600124,20211006,124,2021100600124,4.0,2021-10-06T22:59:06.800502
2021100600123,20211006,123,2021100600123,4.0,2021-10-06T22:58:50.822567
2021100600122,20211006,122,2021100600122,4.0,2021-10-06T22:58:38.177521
2021100600121,20211006,121,2021100600121,2.0,2021-10-06T22:58:25.781238
2021100600120,20211006,120,2021100600120,2.0,2021-10-06T22:57:22.567421
2021100600119,20211006,119,2021100600119,2.0,2021-10-06T22:57:09.376915
2021100600118,20211006,118,2021100600118,2.0,2021-10-06T22:56:59.544032
2021100600117,20211006,117,2021100600117,2.0,2021-10-06T22:56:44.185560
2021100600113,20211006,113,2021100600113,4.0,2021-10-06T20:30:18.327188
2021100600112,20211006,112,2021100600112,4.0,2021-10-06T20:30:11.504707
2021100600111,20211006,111,2021100600111,3.8,2021-10-06T20:30:04.862940
2021100600110,20211006,110,2021100600110,3.8,2021-10-06T20:29:58.061705
2021100600109,20211006,109,2021100600109,3.6,2021-10-06T20:29:51.625052
2021100600108,20211006,108,2021100600108,3.6,2021-10-06T20:29:45.101826
2021100600107,20211006,107,2021100600107,3.4,2021-10-06T20:29:38.787887
2021100600106,20211006,106,2021100600106,3.4,2021-10-06T20:29:32.432813
2021100600105,20211006,105,2021100600105,3.2,2021-10-06T20:29:26.390947
2021100600104,20211006,104,2021100600104,3.2,2021-10-06T20:29:20.307472
2021100600103,20211006,103,2021100600103,3.0,2021-10-06T20:29:14.373234
2021100600102,20211006,102,2021100600102,3.0,2021-10-06T20:29:08.538944
2021100600101,20211006,101,2021100600101,2.8,2021-10-06T20:29:02.386280
2021100600100,20211006,100,2021100600100,2.8,2021-10-06T20:28:56.738450
2021100600099,20211006,99,2021100600099,2.6,2021-10-06T20:28:51.292943
2021100600098,20211006,98,2021100600098,2.6,2021-10-06T20:28:45.741380
2021100600097,20211006,97,2021100600097,2.4,2021-10-06T20:28:40.518008
2021100600096,20211006,96,2021100600096,2.4,2021-10-06T20:28:35.235158
2021100600095,20211006,95,2021100600095,2.2,2021-10-06T20:28:30.116191
2021100600094,20211006,94,2021100600094,2.2,2021-10-06T20:28:25.041141
2021100600093,20211006,93,2021100600093,2.0,2021-10-06T20:28:19.834073
2021100600092,20211006,92,2021100600092,2.0,2021-10-06T20:28:14.919208
2021100600091,20211006,91,2021100600091,1.8,2021-10-06T20:28:10.181680
2021100600090,20211006,90,2021100600090,1.8,2021-10-06T20:28:03.405588
2021100600089,20211006,89,2021100600089,1.6,2021-10-06T20:27:58.975324
2021100600088,20211006,88,2021100600088,1.6,2021-10-06T20:27:52.111224
2021100600087,20211006,87,2021100600087,1.4,2021-10-06T20:27:47.813109
2021100600086,20211006,86,2021100600086,1.4,2021-10-06T20:27:41.323873
2021100600085,20211006,85,2021100600085,1.2,2021-10-06T20:27:37.137249
2021100600084,20211006,84,2021100600084,1.2,2021-10-06T20:27:30.922402
2021100600083,20211006,83,2021100600083,1.0,2021-10-06T20:27:26.980133
2021100600082,20211006,82,2021100600082,1.0,2021-10-06T20:27:20.856871
2021100600081,20211006,81,2021100600081,0.8,2021-10-06T20:27:17.044747
2021100600080,20211006,80,2021100600080,0.8,2021-10-06T20:27:11.177315
2021100600079,20211006,79,2021100600079,0.6,2021-10-06T20:27:07.748280
2021100600078,20211006,78,2021100600078,0.6,2021-10-06T20:27:02.174244
2021100600077,20211006,77,2021100600077,0.4,2021-10-06T20:26:58.956423
2021100600076,20211006,76,2021100600076,0.4,2021-10-06T20:26:53.530167
2021100600075,20211006,75,2021100600075,0.2,2021-10-06T20:26:50.369775
2021100600074,20211006,74,2021100600074,0.2,2021-10-06T20:26:44.874450
2021100600073,20211006,73,2021100600073,2.0,2021-10-06T20:19:15.163591
2021100600072,20211006,72,2021100600072,2.0,2021-10-06T20:19:10.548129
2021100600071,20211006,71,2021100600071,2.0,2021-10-06T20:19:05.923880
2021100600070,20211006,70,2021100600070,2.0,2021-10-06T20:19:01.298266
2021100600069,20211006,69,2021100600069,2.0,2021-10-06T20:18:56.664383
2021100600068,20211006,68,2021100600068,2.0,2021-10-06T20:18:52.028669
2021100600067,20211006,67,2021100600067,2.0,2021-10-06T20:18:47.403564
2021100600066,20211006,66,2021100600066,2.0,2021-10-06T20:18:42.783100
2021100600065,20211006,65,2021100600065,2.0,2021-10-06T20:18:38.171569
2021100600064,20211006,64,2021100600064,2.0,2021-10-06T20:18:33.534239
2021100500141,20211005,141,2021100500141,12.0,2021-10-05T23:08:56.629982
2021100500140,20211005,140,2021100500140,12.0,2021-10-05T23:08:27.277786
2021100500139,20211005,139,2021100500139,12.0,2021-10-05T23:07:51.220128
2021100500138,20211005,138,2021100500138,8.0,2021-10-05T23:07:04.751573
2021100500137,20211005,137,2021100500137,8.0,2021-10-05T23:06:40.895851
2021100500136,20211005,136,2021100500136,8.0,2021-10-05T23:06:05.060016
2021100500135,20211005,135,2021100500135,4.0,2021-10-05T23:05:39.732133
2021100500134,20211005,134,2021100500134,4.0,2021-10-05T23:05:12.850622
2021100500133,20211005,133,2021100500133,6.0,2021-10-05T23:04:50.944316
2021100500132,20211005,132,2021100500132,6.0,2021-10-05T23:04:25.704612
2021100500131,20211005,131,2021100500131,4.0,2021-10-05T23:03:32.308704
2021100500130,20211005,130,2021100500130,4.0,2021-10-05T23:02:42.531046
2021100500129,20211005,129,2021100500129,4.0,2021-10-05T23:01:53.910379
2021100500112,20211005,112,2021100500112,4.0,2021-10-05T20:27:29.659960
2021100500111,20211005,111,2021100500111,4.0,2021-10-05T20:27:22.741851
2021100500110,20211005,110,2021100500110,3.8,2021-10-05T20:27:16.002314
2021100500109,20211005,109,2021100500109,3.8,2021-10-05T20:27:09.319982
2021100500108,20211005,108,2021100500108,3.6,2021-10-05T20:27:02.794631
2021100500107,20211005,107,2021100500107,3.6,2021-10-05T20:26:55.880108
2021100500106,20211005,106,2021100500106,3.4,2021-10-05T20:26:49.624912
2021100500105,20211005,105,2021100500105,3.4,2021-10-05T20:26:43.261016
2021100500104,20211005,104,2021100500104,3.2,2021-10-05T20:26:37.244095
2021100500103,20211005,103,2021100500103,3.2,2021-10-05T20:26:31.222507
2021100500102,20211005,102,2021100500102,3.0,2021-10-05T20:26:25.402301
2021100500101,20211005,101,2021100500101,3.0,2021-10-05T20:26:19.563864
2021100500100,20211005,100,2021100500100,2.8,2021-10-05T20:26:13.838672
2021100500099,20211005,99,2021100500099,2.8,2021-10-05T20:26:08.073519
2021100500098,20211005,98,2021100500098,2.6,2021-10-05T20:26:02.557510
2021100500097,20211005,97,2021100500097,2.6,2021-10-05T20:25:57.066859
2021100500096,20211005,96,2021100500096,2.4,2021-10-05T20:25:51.760076
2021100500095,20211005,95,2021100500095,2.4,2021-10-05T20:25:46.353147
2021100500094,20211005,94,2021100500094,2.2,2021-10-05T20:25:41.327570
2021100500093,20211005,93,2021100500093,2.2,2021-10-05T20:25:36.147337
2021100500092,20211005,92,2021100500092,2.0,2021-10-05T20:25:31.203606
2021100500091,20211005,91,2021100500091,2.0,2021-10-05T20:25:26.264767
2021100500090,20211005,90,2021100500090,1.8,2021-10-05T20:25:21.542713
2021100500089,20211005,89,2021100500089,1.8,2021-10-05T20:25:14.665662
2021100500088,20211005,88,2021100500088,1.6,2021-10-05T20:25:10.137602
2021100500087,20211005,87,2021100500087,1.6,2021-10-05T20:25:03.457534
2021100500086,20211005,86,2021100500086,1.4,2021-10-05T20:24:59.030588
2021100500085,20211005,85,2021100500085,1.4,2021-10-05T20:24:52.703862
2021100500084,20211005,84,2021100500084,1.2,2021-10-05T20:24:48.492250
2021100500083,20211005,83,2021100500083,1.2,2021-10-05T20:24:42.216301
2021100500082,20211005,82,2021100500082,1.0,2021-10-05T20:24:38.098676
2021100500081,20211005,81,2021100500081,1.0,2021-10-05T20:24:32.119114
2021100500080,20211005,80,2021100500080,0.8,2021-10-05T20:24:28.425349
2021100500079,20211005,79,2021100500079,0.8,2021-10-05T20:24:22.516531
2021100500078,20211005,78,2021100500078,0.6,2021-10-05T20:24:19.079159
2021100500077,20211005,77,2021100500077,0.6,2021-10-05T20:24:13.479791
2021100500076,20211005,76,2021100500076,0.4,2021-10-05T20:24:10.209179
2021100500075,20211005,75,2021100500075,0.4,2021-10-05T20:24:04.648260
2021100500074,20211005,74,2021100500074,0.2,2021-10-05T20:24:01.548375
2021100500073,20211005,73,2021100500073,0.2,2021-10-05T20:23:56.360944
2021100500072,20211005,72,2021100500072,2.0,2021-10-05T20:23:28.397515
2021100500071,20211005,71,2021100500071,2.0,2021-10-05T20:23:23.784810
2021100500070,20211005,70,2021100500070,2.0,2021-10-05T20:23:19.139298
2021100500069,20211005,69,2021100500069,2.0,2021-10-05T20:23:14.533581
2021100500068,20211005,68,2021100500068,2.0,2021-10-05T20:23:09.893418
2021100500067,20211005,67,2021100500067,2.0,2021-10-05T20:23:05.246575
2021100500066,20211005,66,2021100500066,2.0,2021-10-05T20:23:00.607240
2021100500065,20211005,65,2021100500065,2.0,2021-10-05T20:22:55.990024
2021100500064,20211005,64,2021100500064,2.0,2021-10-05T20:22:51.367762
2021100500063,20211005,63,2021100500063,2.0,2021-10-05T20:22:46.729482
2021091300087,20210913,87,2021091300087,0.35,2021-09-13T14:54:37.716345
2021091300086,20210913,86,2021091300086,0.35,2021-09-13T14:54:34.754397
2021091300085,20210913,85,2021091300085,0.1,2021-09-13T14:54:32.076715
2021091300084,20210913,84,2021091300084,0.1,2021-09-13T14:54:29.383315
2021091300071,20210913,71,2021091300071,1.6,2021-09-13T14:37:35.528460
2021091300070,20210913,70,2021091300070,1.6,2021-09-13T14:37:31.338829
2021091300069,20210913,69,2021091300069,1.35,2021-09-13T14:37:27.399636
2021091300068,20210913,68,2021091300068,1.35,2021-09-13T14:37:23.453610
2021091300067,20210913,67,2021091300067,1.0,2021-09-13T14:37:19.874292
2021091300066,20210913,66,2021091300066,1.0,2021-09-13T14:37:16.141483
2021091300065,20210913,65,2021091300065,0.8,2021-09-13T14:37:12.756452
2021091300064,20210913,64,2021091300064,0.8,2021-09-13T14:37:09.368734
2021091300063,20210913,63,2021091300063,0.6,2021-09-13T14:37:06.167130
2021091300062,20210913,62,2021091300062,0.6,2021-09-13T14:37:02.973657
2021091300061,20210913,61,2021091300061,0.35,2021-09-13T14:37:00.024272
2021091300060,20210913,60,2021091300060,0.35,2021-09-13T14:36:57.092244
2021091300059,20210913,59,2021091300059,0.1,2021-09-13T14:36:54.400150
2021091300058,20210913,58,2021091300058,0.1,2021-09-13T14:36:51.712566
2021091300049,20210913,49,2021091300049,1.6,2021-09-13T14:19:28.732953
2021091300048,20210913,48,2021091300048,1.6,2021-09-13T14:19:24.555202
2021091300047,20210913,47,2021091300047,1.35,2021-09-13T14:19:20.623527
2021091300046,20210913,46,2021091300046,1.35,2021-09-13T14:19:16.683453
2021091300045,20210913,45,2021091300045,1.0,2021-09-13T14:19:13.106735
2021091300044,20210913,44,2021091300044,1.0,2021-09-13T14:19:09.521610
2021091300043,20210913,43,2021091300043,0.8,2021-09-13T14:19:06.145072
2021091300042,20210913,42,2021091300042,0.8,2021-09-13T14:19:02.765277
2021091300041,20210913,41,2021091300041,0.6,2021-09-13T14:18:59.582024
2021091300040,20210913,40,2021091300040,0.6,2021-09-13T14:18:56.404725
2021091300039,20210913,39,2021091300039,0.35,2021-09-13T14:18:53.491334
2021091300038,20210913,38,2021091300038,0.35,2021-09-13T14:18:50.553786
2021091300037,20210913,37,2021091300037,0.1,2021-09-13T14:18:47.888216
2021091300036,20210913,36,2021091300036,0.1,2021-09-13T14:18:45.200114
2021091300027,20210913,27,2021091300027,1.6,2021-09-13T13:52:40.050403
2021091300026,20210913,26,2021091300026,1.6,2021-09-13T13:52:35.865782
2021091300025,20210913,25,2021091300025,1.35,2021-09-13T13:52:31.916309
2021091300024,20210913,24,2021091300024,1.35,2021-09-13T13:52:27.972339
2021091300023,20210913,23,2021091300023,1.0,2021-09-13T13:52:24.380337
2021091300022,20210913,22,2021091300022,1.0,2021-09-13T13:52:20.784222
2021091300021,20210913,21,2021091300021,0.8,2021-09-13T13:52:17.393004
2021091300020,20210913,20,2021091300020,0.8,2021-09-13T13:52:14.005951
2021091300019,20210913,19,2021091300019,0.6,2021-09-13T13:52:10.801626
2021091300018,20210913,18,2021091300018,0.6,2021-09-13T13:52:07.600351
2021091300017,20210913,17,2021091300017,0.35,2021-09-13T13:52:04.656556
2021091300016,20210913,16,2021091300016,0.35,2021-09-13T13:52:01.692492
2021091300015,20210913,15,2021091300015,0.1,2021-09-13T13:51:59.002929
2021091300014,20210913,14,2021091300014,0.1,2021-09-13T13:51:56.304890
2021090900136,20210909,136,2021090900136,1.6,2021-09-09T21:32:32.092362
2021090900135,20210909,135,2021090900135,1.6,2021-09-09T21:32:27.912374
2021090900134,20210909,134,2021090900134,1.35,2021-09-09T21:32:23.969034
2021090900133,20210909,133,2021090900133,1.35,2021-09-09T21:32:20.042638
2021090900132,20210909,132,2021090900132,1.0,2021-09-09T21:32:16.454775
2021090900131,20210909,131,2021090900131,1.0,2021-09-09T21:32:12.887811
2021090900130,20210909,130,2021090900130,0.8,2021-09-09T21:32:09.504931
2021090900129,20210909,129,2021090900129,0.8,2021-09-09T21:32:06.127702
2021090900128,20210909,128,2021090900128,0.6,2021-09-09T21:32:02.937295
2021090900127,20210909,127,2021090900127,0.6,2021-09-09T21:31:59.763582
2021090900126,20210909,126,2021090900126,0.35,2021-09-09T21:31:56.822129
2021090900125,20210909,125,2021090900125,0.35,2021-09-09T21:31:53.880399
2021090900124,20210909,124,2021090900124,0.1,2021-09-09T21:31:51.195363
2021090900123,20210909,123,2021090900123,0.1,2021-09-09T21:31:48.520764
2021090900114,20210909,114,2021090900114,4.0,2021-09-09T21:10:44.477696
2021090900113,20210909,113,2021090900113,4.0,2021-09-09T21:10:37.469810
2021090900112,20210909,112,2021090900112,3.8,2021-09-09T21:10:30.893266
2021090900111,20210909,111,2021090900111,3.8,2021-09-09T21:10:24.329174
2021090900110,20210909,110,2021090900110,3.6,2021-09-09T21:10:17.731937
2021090900109,20210909,109,2021090900109,3.6,2021-09-09T21:10:11.366046
2021090900108,20210909,108,2021090900108,3.4,2021-09-09T21:10:05.062587
2021090900107,20210909,107,2021090900107,3.4,2021-09-09T21:09:58.796038
2021090900106,20210909,106,2021090900106,3.2,2021-09-09T21:09:52.717755
2021090900105,20210909,105,2021090900105,3.2,2021-09-09T21:09:46.711201
2021090900104,20210909,104,2021090900104,3.0,2021-09-09T21:09:40.707948
2021090900103,20210909,103,2021090900103,3.0,2021-09-09T21:09:34.789945
2021090900102,20210909,102,2021090900102,2.8,2021-09-09T21:09:29.146479
2021090900101,20210909,101,2021090900101,2.8,2021-09-09T21:09:23.477818
2021090900100,20210909,100,2021090900100,2.6,2021-09-09T21:09:18.088825
2021090900099,20210909,99,2021090900099,2.6,2021-09-09T21:09:12.577974
2021090900098,20210909,98,2021090900098,2.4,2021-09-09T21:09:07.400065
2021090900097,20210909,97,2021090900097,2.4,2021-09-09T21:09:02.103659
2021090900096,20210909,96,2021090900096,2.2,2021-09-09T21:08:56.999354
2021090900095,20210909,95,2021090900095,2.2,2021-09-09T21:08:51.931968
2021090900094,20210909,94,2021090900094,2.0,2021-09-09T21:08:47.058317
2021090900093,20210909,93,2021090900093,2.0,2021-09-09T21:08:42.195552
2021090900092,20210909,92,2021090900092,1.8,2021-09-09T21:08:37.628258
2021090900091,20210909,91,2021090900091,1.8,2021-09-09T21:08:30.854498
2021090900090,20210909,90,2021090900090,1.6,2021-09-09T21:08:26.380594
2021090900089,20210909,89,2021090900089,1.6,2021-09-09T21:08:19.690676
2021090900088,20210909,88,2021090900088,1.4,2021-09-09T21:08:15.527561
2021090900087,20210909,87,2021090900087,1.4,2021-09-09T21:08:09.203211
2021090900086,20210909,86,2021090900086,1.2,2021-09-09T21:08:05.129364
2021090900085,20210909,85,2021090900085,1.2,2021-09-09T21:07:58.919649
2021090900084,20210909,84,2021090900084,1.0,2021-09-09T21:07:54.956300
2021090900083,20210909,83,2021090900083,1.0,2021-09-09T21:07:49.038099
2021090900082,20210909,82,2021090900082,0.8,2021-09-09T21:07:45.432601
2021090900081,20210909,81,2021090900081,0.8,2021-09-09T21:07:39.712325
2021090900080,20210909,80,2021090900080,0.6,2021-09-09T21:07:36.317461
2021090900079,20210909,79,2021090900079,0.6,2021-09-09T21:07:30.769951
2021090900078,20210909,78,2021090900078,0.4,2021-09-09T21:07:27.505292
2021090900077,20210909,77,2021090900077,0.4,2021-09-09T21:07:21.881827
2021090900076,20210909,76,2021090900076,0.2,2021-09-09T21:07:18.798643
2021090900075,20210909,75,2021090900075,0.2,2021-09-09T21:07:13.601139
2021090900074,20210909,74,2021090900074,2.0,2021-09-09T21:05:09.692462
2021090900073,20210909,73,2021090900073,2.0,2021-09-09T21:05:05.128996
2021090900072,20210909,72,2021090900072,2.0,2021-09-09T21:05:00.559741
2021090900071,20210909,71,2021090900071,2.0,2021-09-09T21:04:55.985595
2021090900070,20210909,70,2021090900070,2.0,2021-09-09T21:04:51.395448
2021090900069,20210909,69,2021090900069,2.0,2021-09-09T21:04:46.812342
2021090900068,20210909,68,2021090900068,2.0,2021-09-09T21:04:42.236780
2021090900067,20210909,67,2021090900067,2.0,2021-09-09T21:04:37.666013
2021090900066,20210909,66,2021090900066,2.0,2021-09-09T21:04:33.086847
2021090900065,20210909,65,2021090900065,2.0,2021-09-09T21:04:28.505228
2021090800123,20210908,123,2021090800123,4.0,2021-09-08T20:31:57.990280
2021090800122,20210908,122,2021090800122,4.0,2021-09-08T20:31:51.099473
2021090800121,20210908,121,2021090800121,3.8,2021-09-08T20:31:44.539476
2021090800120,20210908,120,2021090800120,3.8,2021-09-08T20:31:37.962604
2021090800119,20210908,119,2021090800119,3.6,2021-09-08T20:31:31.455033
2021090800118,20210908,118,2021090800118,3.6,2021-09-08T20:31:25.085323
2021090800117,20210908,117,2021090800117,3.4,2021-09-08T20:31:18.861015
2021090800116,20210908,116,2021090800116,3.4,2021-09-08T20:31:12.527282
2021090800115,20210908,115,2021090800115,3.2,2021-09-08T20:31:06.501599
2021090800114,20210908,114,2021090800114,3.2,2021-09-08T20:31:00.541200
2021090800113,20210908,113,2021090800113,3.0,2021-09-08T20:30:54.775512
2021090800112,20210908,112,2021090800112,3.0,2021-09-08T20:30:49.001771
2021090800111,20210908,111,2021090800111,2.8,2021-09-08T20:30:43.443659
2021090800110,20210908,110,2021090800110,2.8,2021-09-08T20:30:37.787656
2021090800109,20210908,109,2021090800109,2.6,2021-09-08T20:30:32.289299
2021090800108,20210908,108,2021090800108,2.6,2021-09-08T20:30:26.858791
2021090800107,20210908,107,2021090800107,2.4,2021-09-08T20:30:21.619365
2021090800106,20210908,106,2021090800106,2.4,2021-09-08T20:30:16.363091
2021090800105,20210908,105,2021090800105,2.2,2021-09-08T20:30:11.231553
2021090800104,20210908,104,2021090800104,2.2,2021-09-08T20:30:06.237962
2021090800103,20210908,103,2021090800103,2.0,2021-09-08T20:30:01.372985
2021090800102,20210908,102,2021090800102,2.0,2021-09-08T20:29:56.602616
2021090800101,20210908,101,2021090800101,1.8,2021-09-08T20:29:51.500731
2021090800100,20210908,100,2021090800100,1.8,2021-09-08T20:29:44.654560
2021090800099,20210908,99,2021090800099,1.6,2021-09-08T20:29:40.193114
2021090800098,20210908,98,2021090800098,1.6,2021-09-08T20:29:33.573500
2021090800097,20210908,97,2021090800097,1.4,2021-09-08T20:29:29.247979
2021090800096,20210908,96,2021090800096,1.4,2021-09-08T20:29:22.885121
2021090800095,20210908,95,2021090800095,1.2,2021-09-08T20:29:18.810410
2021090800094,20210908,94,2021090800094,1.2,2021-09-08T20:29:12.594008
2021090800093,20210908,93,2021090800093,1.0,2021-09-08T20:29:08.736014
2021090800092,20210908,92,2021090800092,1.0,2021-09-08T20:29:02.781914
2021090800091,20210908,91,2021090800091,0.8,2021-09-08T20:28:59.125293
2021090800090,20210908,90,2021090800090,0.8,2021-09-08T20:28:53.316613
2021090800089,20210908,89,2021090800089,0.6,2021-09-08T20:28:49.901834
2021090800088,20210908,88,2021090800088,0.6,2021-09-08T20:28:44.259801
2021090800087,20210908,87,2021090800087,0.4,2021-09-08T20:28:41.119015
2021090800086,20210908,86,2021090800086,0.4,2021-09-08T20:28:35.748209
2021090800085,20210908,85,2021090800085,0.2,2021-09-08T20:28:32.615008
2021090800084,20210908,84,2021090800084,0.2,2021-09-08T20:28:27.461870
2021090800083,20210908,83,2021090800083,1.0,2021-09-08T20:26:38.616023
2021090800082,20210908,82,2021090800082,1.0,2021-09-08T20:26:35.051220
2021090800081,20210908,81,2021090800081,1.0,2021-09-08T20:26:31.484360
2021090800080,20210908,80,2021090800080,1.0,2021-09-08T20:26:27.912065
2021090800079,20210908,79,2021090800079,1.0,2021-09-08T20:26:24.348264
2021090800078,20210908,78,2021090800078,1.0,2021-09-08T20:26:20.772583
2021090800077,20210908,77,2021090800077,1.0,2021-09-08T20:26:17.195234
2021090800076,20210908,76,2021090800076,1.0,2021-09-08T20:26:13.629722
2021090800075,20210908,75,2021090800075,1.0,2021-09-08T20:26:10.061670
2021090800074,20210908,74,2021090800074,1.0,2021-09-08T20:26:06.494637
2021090800073,20210908,73,2021090800073,5.0,2021-09-08T20:24:45.662979
2021090800072,20210908,72,2021090800072,5.0,2021-09-08T20:24:38.098408
2021090800071,20210908,71,2021090800071,2.0,2021-09-08T20:23:20.134746
2021090800070,20210908,70,2021090800070,2.0,2021-09-08T20:23:15.565223
2021090800069,20210908,69,2021090800069,2.0,2021-09-08T20:23:10.983880
2021090800068,20210908,68,2021090800068,2.0,2021-09-08T20:23:06.420440
2021090800067,20210908,67,2021090800067,2.0,2021-09-08T20:23:01.859885
2021090800066,20210908,66,2021090800066,2.0,2021-09-08T20:22:57.292409
2021090800065,20210908,65,2021090800065,2.0,2021-09-08T20:22:52.740555
2021090800064,20210908,64,2021090800064,2.0,2021-09-08T20:22:48.166453
2021090800063,20210908,63,2021090800063,2.0,2021-09-08T20:22:43.599850
2021090800062,20210908,62,2021090800062,2.0,2021-09-08T20:22:39.026680
2021090700123,20210907,123,2021090700123,4.0,2021-09-07T20:27:37.179844
2021090700122,20210907,122,2021090700122,4.0,2021-09-07T20:27:30.227011
2021090700121,20210907,121,2021090700121,3.8,2021-09-07T20:27:23.619856
2021090700120,20210907,120,2021090700120,3.8,2021-09-07T20:27:17.045827
2021090700119,20210907,119,2021090700119,3.6,2021-09-07T20:27:10.511844
2021090700118,20210907,118,2021090700118,3.6,2021-09-07T20:27:04.047060
2021090700117,20210907,117,2021090700117,3.4,2021-09-07T20:26:57.672839
2021090700116,20210907,116,2021090700116,3.4,2021-09-07T20:26:51.415112
2021090700115,20210907,115,2021090700115,3.2,2021-09-07T20:26:45.466593
2021090700114,20210907,114,2021090700114,3.2,2021-09-07T20:26:39.491039
2021090700113,20210907,113,2021090700113,3.0,2021-09-07T20:26:33.738242
2021090700112,20210907,112,2021090700112,3.0,2021-09-07T20:26:27.971292
2021090700111,20210907,111,2021090700111,2.8,2021-09-07T20:26:22.315384
2021090700110,20210907,110,2021090700110,2.8,2021-09-07T20:26:16.744209
2021090700109,20210907,109,2021090700109,2.6,2021-09-07T20:26:11.276990
2021090700108,20210907,108,2021090700108,2.6,2021-09-07T20:26:05.615682
2021090700107,20210907,107,2021090700107,2.4,2021-09-07T20:26:00.360592
2021090700106,20210907,106,2021090700106,2.4,2021-09-07T20:25:55.043682
2021090700105,20210907,105,2021090700105,2.2,2021-09-07T20:25:50.063629
2021090700104,20210907,104,2021090700104,2.2,2021-09-07T20:25:44.969209
2021090700103,20210907,103,2021090700103,2.0,2021-09-07T20:25:40.065292
2021090700102,20210907,102,2021090700102,2.0,2021-09-07T20:25:35.146315
2021090700101,20210907,101,2021090700101,1.8,2021-09-07T20:25:30.510462
2021090700100,20210907,100,2021090700100,1.8,2021-09-07T20:25:23.567359
2021090700099,20210907,99,2021090700099,1.6,2021-09-07T20:25:19.092297
2021090700098,20210907,98,2021090700098,1.6,2021-09-07T20:25:12.479794
2021090700097,20210907,97,2021090700097,1.4,2021-09-07T20:25:08.166084
2021090700096,20210907,96,2021090700096,1.4,2021-09-07T20:25:01.581384
2021090700095,20210907,95,2021090700095,1.2,2021-09-07T20:24:57.620358
2021090700094,20210907,94,2021090700094,1.2,2021-09-07T20:24:51.514065
2021090700093,20210907,93,2021090700093,1.0,2021-09-07T20:24:47.744363
2021090700092,20210907,92,2021090700092,1.0,2021-09-07T20:24:41.713290
2021090700091,20210907,91,2021090700091,0.8,2021-09-07T20:24:37.972178
2021090700090,20210907,90,2021090700090,0.8,2021-09-07T20:24:32.166426
2021090700089,20210907,89,2021090700089,0.6,2021-09-07T20:24:28.638057
2021090700088,20210907,88,2021090700088,0.6,2021-09-07T20:24:23.022800
2021090700087,20210907,87,2021090700087,0.4,2021-09-07T20:24:19.716523
2021090700086,20210907,86,2021090700086,0.4,2021-09-07T20:24:14.408401
