,DATE,MJD,EXPTIME,RA,DEC,AIRMASS,ROT_ANGLE,AZ,EL,RA_MD,DEC_MD,EXPTIME_MD,TEMP_SET_MD,CCDTEMP_MD,FILTER_MD,RA_WCS,DEC_WCS,dRA,dDEC,dAZ,dEL,PNT_OFFSET
2022101101109,2022-10-12 03:25:48.031492,59864.14291703115,30.0,306.40826255006556,-45.983542176204466,1.4015055093321136,0.7187485618812601,233.56943645022693,45.47533517917327,306.4080833333334,-45.983530555555554,30.0,-94.15,-90.6931,SDSSr_65mm,306.40443345728556,-45.9848810462658,0.2297455668022431,0.08033220368084901,0.11174681834041106,0.16047495435922918,0.17871278996032944
