,dT,Res ra,Res dec,Res az,Res alt,Base Ra,Base Dec,Base Az,Base Alt,Snakes,UTC
590,0,0.0,0.0,0.0,0.0,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:55:04
591,9,0.5446188660243934,0.27865836235605457,-27.321395226772438,81.88990447638389,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:55:13
592,18,0.6310620780368481,0.2057576427063168,-54.33079824207425,164.19408851248107,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:55:22
593,27,0.44823605578585557,0.11647980188058682,-81.58038682291817,247.4063685875322,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:55:31
594,57,14431.195756220746,-8541.85102302005,11805.619092444465,-5605.567792765595,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:56:01
595,66,14431.111008604103,-8541.687453420967,11777.589836796073,-5527.706914610897,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:56:10
596,75,14431.446291042972,-8541.457287777086,11749.788599575322,-5450.595512476682,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:56:19
597,84,14430.769991341163,-8541.17458554503,11721.766963998698,-5372.923755425914,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:56:28
598,93,14430.84446460548,-8542.886631424175,11696.018554420629,-5295.042796741414,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:56:37
599,124,1.4505949765407422,0.7416788462364821,-375.67569249059716,1147.4711513514023,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:57:08
600,133,1.7775722158603458,0.9358516876773137,-402.4195934026011,1229.5275938311547,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:57:17
601,142,1.8307766233192524,0.8641108879572812,-428.8991906816477,1311.8454373158643,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:57:26
602,151,5.0754174332496405,0.9869249020965754,-455.1106651652276,1392.7229345311318,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:57:35
603,159,1.9686530420813142,0.7517469685211609,-482.12216290858123,1477.5468707375878,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:57:43
604,191,12975.978209913523,9451.9133395708,-7694.551812062662,-9225.016752171694,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:58:15
605,200,12974.993685433561,9450.529490199935,-7726.374315554449,-9138.462262179155,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:58:24
606,209,12975.339091081196,9450.208662163772,-7758.773154954259,-9053.517253994425,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:58:33
607,217,12976.808895598242,9452.373213299965,-7793.544911178969,-8969.803518502089,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:58:41
608,226,12976.870840815991,9451.924778580616,-7826.180887006341,-8883.665208965087,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:58:50
609,258,2.984155564831781,1.3070037729477235,-773.4359514834978,2388.902167086715,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:59:22
610,267,3.4245832190890724,1.443290774881234,-799.5900531538382,2471.1300091318053,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:59:31
611,275,3.148358782868854,1.5418918937285753,-825.7300995142259,2553.5792025722203,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:59:39
612,284,3.7125400548347898,1.5596190161545564,-851.8463612439518,2636.3684480720935,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:59:48
613,293,3.3938428147166633,1.5261699747043167,-878.0513886775339,2719.759681194853,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 06:59:57
614,324,-15196.329972074658,7978.35353865159,-12571.66014141286,10656.99402639423,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 07:00:28
615,333,-15197.476107813578,7977.744964775624,-12595.827692083163,10744.8314147112,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 07:00:37
616,342,-15195.831084014095,7978.639864649918,-12621.293609722194,10831.09239170353,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 07:00:46
617,351,-15196.169869254187,7978.597741771139,-12646.131736628979,10919.204570184731,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 07:00:55
618,360,-15196.110440446455,7978.652290050914,-12670.707361080178,11006.117478138309,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 07:01:04
619,391,3.396798410676638,1.9116507748037748,-1161.6162537653736,3627.430105876675,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 07:01:35
620,400,4.116924504319286,1.6993810978192414,-1186.9789256371405,3710.2772753587033,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 07:01:44
621,409,4.160394506675402,1.9726016581074646,-1213.0776543467618,3793.8035166958625,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 07:01:53
622,418,4.356472131416922,2.0042913789069416,-1238.659346402585,3876.693877228601,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 07:02:02
623,427,4.557960556030594,2.073150379840172,-1264.1601703604238,3959.3064140419556,296.92873245178373,-50.11991574308846,134.54906550522472,26.381657389211462,0,2023-03-22 07:02:11
624,0,0.0,0.0,0.0,0.0,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:02:53
625,9,0.04435560997535504,0.08802827924512258,-10.067896438329171,81.5234597562096,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:03:02
626,18,-0.252151221297936,0.28385640431451975,-20.247657957031606,163.26252622040727,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:03:11
627,27,-0.2827980239999306,0.3140218847960341,-30.145817973016165,244.7304911980268,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:03:20
628,36,-0.22838762970422977,0.024806523887832554,-39.61475883135108,326.27243977408114,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:03:29
629,67,-3074.40369040969,12457.169327222779,-15510.816219178992,1207.686200611488,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:04:00
630,76,-3074.1961072212916,12456.320450458927,-15523.546313727946,1295.222655084649,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:04:09
631,84,-3049.1151754091334,12428.699881275557,-15501.093074168273,1369.499375000103,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:04:17
632,93,-3074.5160212119117,12457.432048024793,-15552.317642504044,1470.1143822609936,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:04:26
633,102,-3074.5407388253398,12457.18502610533,-15565.70002113508,1557.9255146888272,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:04:35
634,133,-0.8131393002258847,0.20608165383464438,-145.03683965014034,1224.7684007916348,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:05:06
635,142,-0.661500072101262,0.37800505123470884,-154.51303332355337,1306.2583511547473,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:05:15
636,151,-0.46831684478547686,0.4105821679189603,-163.75947072822328,1387.642476632493,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:05:24
637,160,-0.5604624511306611,0.5498082094817391,-173.24256803595972,1470.3811973992458,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:05:33
638,169,-0.8094708894986979,0.4300387336854783,-182.2624713189157,1552.262990502885,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:05:42
639,200,3723.865194631526,-12387.503665891574,15135.592440381446,527.9249551116095,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:06:13
640,209,3724.1060922639917,-12387.589826135161,15130.09455705801,603.5115152611382,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:06:22
641,218,3724.129816274626,-12387.442298135487,15124.344647042346,679.2734107046499,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:06:31
642,227,3723.9051222420812,-12387.39388173216,15118.789310091313,754.686823612073,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:06:40
643,236,3724.2175914899462,-12387.402137256859,15113.363477957773,829.8961867017113,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:06:49
644,267,-0.3455352110677268,0.7971346858624884,-280.13137261320935,2449.719652820474,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:07:20
645,275,-0.40540682659866434,0.6241471269675003,-288.4838323929216,2531.218960536188,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:07:28
646,284,-0.2267603890004466,0.9287276438840308,-297.36826413062545,2612.596897265732,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:07:37
648,302,0.12557886880131264,1.149780237892628,-314.62543119811244,2776.4004491247647,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:07:55
649,334,19842.569074552306,3234.7151791792894,-2459.878845440835,-9518.7575623886,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:08:27
650,342,19842.84395259008,3234.800381457495,-2476.0028914328245,-9436.306563887138,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:08:35
651,351,19842.464256944506,3235.052135220087,-2492.334904072902,-9353.587394581533,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:08:44
652,360,19842.990346615556,3235.1629770565323,-2508.3719699926974,-9271.310774879188,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:08:53
653,369,19842.821769395072,3235.243128177677,-2524.476579694874,-9188.263811503653,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:09:02
654,401,0.9428149707218836,0.9682761440387821,-404.87590705624825,3682.0337564394295,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:09:34
655,409,0.7498621436297981,0.9492753474034998,-412.7278575327864,3763.733652892034,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:09:42
656,418,1.1743274140371796,1.2393694602053529,-420.9418758597394,3845.6852501035373,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:09:51
657,427,1.2528038151458532,1.024891178772691,-428.43771097768695,3927.184467465696,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:10:00
658,436,1.031943780117217,0.9033800225637378,-436.03121915887186,4009.0055534166736,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:10:09
659,467,18373.753637982416,-5619.864649181826,7624.952625513413,-6187.304594807557,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:10:40
660,476,18373.744317582965,-5619.797034701744,7613.143643402827,-6107.93500570571,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:10:49
661,485,18373.640914766747,-5619.85292146108,7601.662637866934,-6029.47641190579,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:10:58
662,494,18373.7700503875,-5619.750905382014,7589.998872889055,-5950.774885329512,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:11:07
663,503,18373.435865943156,-5619.556808859531,7578.232409851557,-5871.820420240934,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:11:16
664,534,-0.46185120040718175,1.3725838878286822,-519.003587202792,4913.027179378918,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:11:47
665,543,0.04178527767635387,1.6009372793718057,-526.452031925669,4994.780380560371,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:11:56
666,552,1.143842628243874,1.6459858607106526,-533.5673108920332,5075.860216554523,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:12:05
667,561,1.132441431764164,1.7551537009182994,-540.7717045431809,5157.629215770038,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:12:14
668,570,1.453943082128717,1.907975855414179,-548.0699984496823,5240.4102963024825,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:12:23
669,601,-18368.669723057385,5618.806668385097,-8288.252942315046,16754.57359318505,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:12:54
670,610,-18368.61151824878,5618.830941743562,-8290.521538073961,16839.98349137127,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:13:03
671,619,-18368.307671009803,5618.843137095644,-8292.71374084251,16925.119255240883,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:13:12
672,628,-18368.63508745348,5618.801229864243,-8294.77652018479,17010.132056203955,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:13:21
673,637,-18368.380128232206,5618.635771697549,-8296.63045482265,17095.331749182897,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:13:30
674,668,3.023489309566685,2.2591234288967144,-622.7956176692715,6143.034082598757,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:14:01
675,677,3.1978445432287117,2.4932094659021686,-629.5198934870314,6224.713139787147,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:14:10
676,686,2.874632893144735,2.3486586713744373,-635.7642568579081,6306.952139517842,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:14:19
677,695,2.054016382157897,2.3373888852717073,-642.1419275251992,6389.4119721971865,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:14:28
678,704,2.2051552039101807,2.370454162738156,-648.4978362526817,6471.474941398234,285.39544409922013,-52.171545517694994,135.01263198491023,35.068281222899074,1,2023-03-22 07:14:37
679,0,0.0,0.0,0.0,0.0,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:15:19
680,9,0.00998999973944592,-0.01628244038158755,14.633854653982326,81.74219701228083,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:15:28
681,18,-0.04115518713661004,0.1692907216522599,28.97681487842192,163.06918837335047,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:15:37
682,27,0.06289202492553159,0.1595941175310145,43.67567200625899,244.4311831785825,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:15:46
683,36,0.16169405071195797,0.2860401535343726,58.290056891314634,326.00572530295153,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:15:55
684,67,5658.449387604833,-12103.865260990444,16197.697508901252,-4505.319703318593,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:16:26
685,76,5658.629016796226,-12104.159778437239,16215.116511741347,-4430.278254516103,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:16:35
686,85,5658.992451263771,-12104.027510130876,16231.873575170335,-4355.811873089243,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:16:44
687,94,5658.296545971416,-12103.962864544686,16249.058883122734,-4280.201528675556,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:16:53
688,103,5657.815650687348,-12104.09105620667,16266.514326562923,-4204.898712263551,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:17:02
689,134,0.5951341211584804,0.4355006159983077,225.42585762740828,1222.4446970528193,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:17:33
690,143,0.5403384981946147,0.28370877814722917,241.38544527718295,1304.4159872023924,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:17:42
691,151,0.5497561091033276,0.37439925786202366,257.03416677721407,1386.200902404542,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:17:50
692,160,0.6970105406253424,0.4977341719325068,272.6060069622349,1467.4554042604996,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:17:59
693,169,0.6012433298110409,0.5070754557749524,288.55101842018485,1549.4045224313368,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:18:08
694,200,7162.914633504192,11807.572932340585,-16936.79720233416,-1550.8138916755202,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:18:39
695,209,7162.714534695169,11807.733963947987,-16930.554587870814,-1462.9588855916438,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:18:48
696,218,7162.974706733348,11807.835869858334,-16924.194386180443,-1375.5015170262254,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:18:57
697,227,7163.1991307513545,11807.747622330035,-16917.476766386768,-1287.7216905193961,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:19:06
698,236,7163.044730349975,11807.939245295773,-16911.018936787696,-1199.054930083335,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:19:15
699,267,0.6610573488160298,0.6149130933721381,468.10329907162895,2447.16661760543,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:19:46
700,276,0.8329213547995096,0.4677389663811482,484.98687536891794,2528.2335263169643,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:19:55
701,285,1.0396981924486681,0.5791787580477603,501.6429820907433,2609.6538022704235,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:20:04
703,303,0.5261437081344411,0.39238881880692134,535.7623986198746,2772.428749786789,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:20:22
704,334,19793.793102771746,3211.8461127898286,-5607.8583674985675,-8846.906975549813,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:20:53
705,343,19792.952146239302,3211.5078816556943,-5601.598693583128,-8762.795792971687,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:21:02
706,352,19791.828218938714,3212.0307352503287,-5596.405298385105,-8678.080771588913,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:21:11
708,370,19793.067357094766,3212.0297520521663,-5584.592423860806,-8511.139362892513,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:21:29
709,401,0.20452329995350738,0.6940313917425556,727.7213132799488,3671.6143794413965,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:22:00
710,410,0.4533877703352118,1.0619834216754498,744.965054913564,3752.5961098903563,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:22:09
711,419,0.9940862262510564,0.9489581598728591,763.0156614431257,3833.717279126617,272.2109338156375,-52.03007353718081,135.03277217377615,45.06261076932163,2,2023-03-22 07:22:18
