,Res ra,Res dec,Base Ra,Base Dec,Base Az,Base Alt,Snakes
259,0.0,-0.982716114589266,160.8042752508462,-43.15253038595407,74.50073107778495,150.10106844912832,7
260,-1.2528658596611995,0.32537317702860946,160.8042752508462,-43.15253038595407,74.51726915705905,150.18334296569972,7
261,0.05183855960880729,0.0,160.8042752508462,-43.15253038595407,74.53283222266546,150.26389766678327,7
262,0.0,0.08326405671823522,162.3818768923589,-40.027775753792625,76.1094686819649,138.71644916970965,7
263,0.16379113444790766,0.0,162.3818768923589,-40.027775753792625,76.13049497796014,138.79503038477597,7
264,-0.5875360564343344,-0.6732985628872257,162.3818768923589,-40.027775753792625,76.15151560569589,138.8749045670839,7
265,0.24442651847855765,-0.08129126650544549,162.55715094326112,-43.521478792683524,73.5746773944606,147.95289344786798,7
266,0.0,0.0,162.55715094326112,-43.521478792683524,73.59164313981242,148.02621909988866,7
267,-0.029727442404619473,0.023576403242486776,162.55715094326112,-43.521478792683524,73.60849926771542,148.09948297840026,7
268,0.059513138511173264,0.0,162.38173385537974,-40.027671551378425,76.29570880126471,139.42482395549112,7
269,0.0,0.03873492599950623,162.38173385537974,-40.027671551378425,76.3164963608548,139.50588012886737,7
270,-0.3790796258366062,-0.07652983501316157,162.38173385537974,-40.027671551378425,76.3372714435437,139.58754778567484,7
271,0.0,0.02036197877828272,162.89348549962034,-36.56583983396747,78.12279563945326,126.02527803147728,7
272,0.1898536547549738,0.0,162.89348549962034,-36.56583983396747,78.14890619891013,126.0969817167837,7
273,-0.3228475108107816,-0.08088798942651465,162.89348549962034,-36.56583983396747,78.17476248185058,126.16850243765296,7
274,,,169.42285769279889,-42.763616595891676,76.48218917777335,140.16723753365937,7
275,,,169.42285769279889,-42.763616595891676,76.502601654354,140.25030344246525,7
276,,,169.42285769279889,-42.763616595891676,76.52299603861043,140.33429187597758,7
277,,,169.42285769279889,-42.763616595891676,65.05577666248311,135.10915263556015,8
278,,,169.42285769279889,-42.763616595891676,65.07836021085237,135.13906914963178,8
279,,,169.42285769279889,-42.763616595891676,65.10082405229652,135.16916228740416,8
280,-0.13834475082270709,-0.18586291563735813,179.95754771999114,-45.294048123334825,63.06041267836876,132.273506611727,8
281,0.0,0.33739058535786626,179.95754771999114,-45.294048123334825,63.084106620677645,132.296904407063,8
282,0.18491199665610825,0.0,179.95754771999114,-45.294048123334825,63.107669007497,132.3208215144103,8
283,0.0,-0.11127024664858709,176.46423496218083,-45.49967664332576,65.25149332942091,135.37334221277843,8
284,0.025131963191713298,0.02073491000658123,176.46423496218083,-45.49967664332576,65.27389821415375,135.4039330154728,8
285,-0.049706229872376384,0.0,176.46423496218083,-45.49967664332576,65.29644462146486,135.43492900387957,8
286,-0.15165197152377227,0.0293915158067648,179.77454398264786,-44.361914947195146,63.76518048509297,130.69261211314424,8
287,0.11392044754479547,0.0,179.77454398264786,-44.361914947195146,63.78989391222668,130.71678896191358,8
288,0.0,-0.06423586465302833,179.77454398264786,-44.361914947195146,63.8142386202185,130.74070466621268,8
289,0.162429625721345,0.0,176.46448177921354,-45.49948400875674,65.44711860574883,135.64388925381377,8
290,0.0,0.051285261733369225,176.46448177921354,-45.49948400875674,65.46945239484624,135.67527026464194,8
291,-0.6921276531970671,-0.5599766459170041,176.46448177921354,-45.49948400875674,65.49183905151668,135.70733637722506,8
292,0.0,0.060744993444927786,179.94110208559098,-45.10415393655108,63.56198478756798,132.3205975776478,8
293,0.2455754433401712,0.0,179.94110208559098,-45.10415393655108,63.58548003092372,132.3451762873672,8
294,-0.07587795907958565,-0.16518019615148205,179.94110208559098,-45.10415393655108,63.609119209636695,132.37005238771303,8
295,0.0,0.0,176.4646506391879,-45.49955934896649,65.64064757298202,135.91959859368515,8
296,-1.3737690825623565,-0.5533705766509911,176.4646506391879,-45.49955934896649,65.66310299990897,135.95247707156,8
297,0.22059385488998987,0.10147353048068908,176.4646506391879,-45.49955934896649,65.68500804154365,135.98370949699887,8
298,0.04286334515970036,0.08258937648975007,177.74232492690564,-48.755503932420694,63.23732747269522,141.31271885584417,8
299,0.0,-0.028456577331326116,177.74232492690564,-48.755503932420694,63.257295163762564,141.3436625908167,8
300,-0.12059405065641353,0.0,177.74232492690564,-48.755503932420694,63.27728808040973,141.37462579202497,8
301,0.0,-0.07171703011294994,176.46465191118654,-45.49954623806937,65.83501213904758,136.20381222955044,8
302,0.07419241004037834,0.0,176.46465191118654,-45.49954623806937,65.85719063583018,136.23667410733188,8
303,-0.18042808743950065,0.06675627395509309,176.46465191118654,-45.49954623806937,65.87949552030237,136.2698300576994,8
304,0.006059278370395898,0.005325479270368305,177.45740353895548,-42.143369013287405,66.84053487902368,128.08044997168767,8
305,-0.07146212900845224,-0.1893815908573515,177.45740353895548,-42.143369013287405,66.86567508337785,128.10807552356778,8
306,0.0,0.0,177.45740353895548,-42.143369013287405,66.89097602360009,128.1356767571603,8
307,,,184.14348044987213,-47.55688201808187,66.03048938979697,136.49730790358353,8
308,,,184.14348044987213,-47.55688201808187,66.05278340160253,136.53189980747197,8
309,,,184.14348044987213,-47.55688201808187,66.07448897320998,136.56442075602328,8
310,,,184.14348044987213,-47.55688201808187,55.05972047551413,135.05924859395725,9
311,,,184.14348044987213,-47.55688201808187,55.08240842095314,135.0728718925748,9
312,,,184.14348044987213,-47.55688201808187,55.104885250641274,135.08664166551253,9
313,0.0,-0.13978834985550748,189.33235232367605,-47.159817239172696,57.52238266203971,131.90754451909882,9
314,0.06741110082548381,0.0,189.33235232367605,-47.159817239172696,57.54617001189258,131.9223941018733,9
315,-0.17620285403424923,0.18795495671213303,189.33235232367605,-47.159817239172696,57.570170868878854,131.93739593354695,9
316,-0.06079812596122852,0.0,191.822402235569,-49.61408475636536,55.25614968172624,135.18013972929126,9
317,0.0,0.08107955029288405,191.822402235569,-49.61408475636536,55.27866969474326,135.19416413677078,9
318,0.3504620955830403,-0.008112305656027274,191.822402235569,-49.61408475636536,55.30109247902685,135.20825454222114,9
319,0.11570862720051849,0.043322733074546704,188.82199022037994,-51.420052385793596,56.417338646546185,139.52512382942527,9
320,-0.048621793080875095,0.0,188.82199022037994,-51.420052385793596,56.43800107082735,139.54308000570808,9
321,0.0,-0.12120624793112711,188.82199022037994,-51.420052385793596,56.45864705515325,139.5611102311797,9
