,Res ra,Res dec,Res az,Res alt,Base Ra,Base Dec,Base Az,Base Alt,Snakes
123,-2.311589705350899,-0.07537436427162514,0.05397500430043214,0.07546873032424628,87.00718316203849,-51.99730513853874,44.34065931953808,44.34065931953808,3
124,-2.329470631932287,0.06525379285249999,,,87.00718316203849,-51.99730513853874,44.34065931953808,44.34065931953808,3
125,-2.559655379327162,0.01978995372303516,,,84.21640281782827,-49.88770408355532,42.63676176422893,42.63676176422893,3
126,-2.9190473247922757,0.002324442642531732,-0.3018272838470129,-0.41027947641509854,84.21640281782827,-49.88770408355532,42.63676176422893,42.63676176422893,3
127,-2.883430343725049,0.25719752442955535,,,84.21640281782827,-49.88770408355532,42.63676176422893,42.63676176422893,3
128,-3.3460394818758323,0.04424997729322366,,,87.00749701162802,-51.99725841599001,44.14405554646509,44.14405554646509,3
129,-3.0142989406985463,0.2110656421572542,0.02633977636807141,0.03670583494113089,87.00749701162802,-51.99725841599001,44.14405554646509,44.14405554646509,3
130,-3.249376459318749,0.0050926219032318976,,,87.00749701162802,-51.99725841599001,44.14405554646509,44.14405554646509,3
131,-3.451288714722022,0.28128194389106387,,,89.95214196477859,-50.110363884168805,46.091113783874285,46.091113783874285,3
132,-3.8427769278356765,0.07849275433372627,-0.09956576835446762,-0.1435671517413084,89.95214196477859,-50.110363884168805,46.091113783874285,46.091113783874285,3
133,-3.5312417955271482,-0.11778542676162673,,,89.95214196477859,-50.110363884168805,46.091113783874285,46.091113783874285,3
134,-3.946180314327034,0.013910991794667482,,,87.00774174363956,-51.997317690177994,43.94760363175919,43.94760363175919,3
135,-3.958838161369914,0.1718215983140997,0.056217674718315284,0.07808284133830057,87.00774174363956,-51.997317690177994,43.94760363175919,43.94760363175919,3
136,-4.146544611014756,0.0376761417840914,,,87.00774174363956,-51.997317690177994,43.94760363175919,43.94760363175919,3
137,0.19366249837250638,0.16619407382113138,,,104.25465248278759,-49.67775210506428,54.924277669971936,54.924277669971936,4
138,0.2686401550844562,-0.09437511077656036,0.03979410822537413,0.06924826861052225,104.25465248278759,-49.67775210506428,54.924277669971936,54.924277669971936,4
139,0.21674111033967505,-0.31218673897956184,,,104.25465248278759,-49.67775210506428,54.924277669971936,54.924277669971936,4
140,0.2091609636421965,-0.37566314891392094,,,105.97131735524472,-52.72752887756334,54.684718224835585,54.684718224835585,4
141,-0.06604944792300596,-0.2619543830041504,-0.13269245508207614,-0.22954182483090335,105.97131735524472,-52.72752887756334,54.684718224835585,54.684718224835585,4
142,-0.25347828920837057,0.012346437005274602,,,105.97131735524472,-52.72752887756334,54.684718224835585,54.684718224835585,4
143,-0.21743222643107696,-0.3771865315522068,,,104.25498587607768,-49.67770278615794,54.72600793976151,54.72600793976151,4
144,-0.3796406187394491,-0.17721744305838327,-0.062338995620503004,-0.10794872403323552,104.25498587607768,-49.67770278615794,54.72600793976151,54.72600793976151,4
145,-0.295899202417931,-0.45245230732195674,,,104.25498587607768,-49.67770278615794,54.72600793976151,54.72600793976151,4
146,-0.44481752894910304,-0.6397566004739024,,,101.65561985012147,-47.337933762990076,53.60420306625772,53.60420306625772,4
147,-0.7926400260185722,-0.47953655904191106,-0.13426124028938813,-0.2262728806499581,101.65561985012147,-47.337933762990076,53.60420306625772,53.60420306625772,4
148,-0.45173029319401775,-0.2757845734804929,,,101.65561985012147,-47.337933762990076,53.60420306625772,53.60420306625772,4
149,-0.7876681640804738,-0.6063379133562198,,,104.25523124938316,-49.677753577953276,54.52808063021044,54.52808063021044,4
150,-0.758208353854877,-0.5687846074325725,0.020222823782366336,0.03484867874590236,104.25523124938316,-49.677753577953276,54.52808063021044,54.52808063021044,4
151,-0.9259166042247415,-0.601540399124946,,,104.25523124938316,-49.677753577953276,54.52808063021044,54.52808063021044,4
152,-1.1569999222574452,-0.6991319762752918,,,101.14844075648584,-51.284761749250805,52.05676363805449,52.05676363805449,4
153,-1.0841025036068943,-0.6899553194909649,0.1165311893560739,0.1895184395976912,101.14844075648584,-51.284761749250805,52.05676363805449,52.05676363805449,4
154,-1.0201012337117739,-0.7724789431764466,,,101.14844075648584,-51.284761749250805,52.05676363805449,52.05676363805449,4
155,-1.32658386392731,-0.9676108425140209,,,104.2555543800086,-49.67772162721379,54.32989317645727,54.32989317645727,4
156,-1.4680712253513555,-0.68458435337022,-0.0072565409250346675,-0.012444390145560646,104.2555543800086,-49.67772162721379,54.32989317645727,54.32989317645727,4
157,-1.2627643708382288,-0.8975924940710629,,,104.2555543800086,-49.67772162721379,54.32989317645727,54.32989317645727,4
158,-1.775837538980322,-0.9048205971291944,,,106.59002095758383,-52.283734292895964,54.67321434078235,54.67321434078235,4
159,-1.5124760730416518,-1.0457574578140756,-0.023363385000329636,-0.0404043670584997,106.59002095758383,-52.283734292895964,54.67321434078235,54.67321434078235,4
160,-1.558516385286848,-0.9841129540665783,,,106.59002095758383,-52.283734292895964,54.67321434078235,54.67321434078235,4
161,-1.991566837853393,-1.1847292152712,,,104.25573423798154,-49.67761218511038,54.13058410531128,54.13058410531128,4
162,-1.8318386893430736,-1.2520349173650114,0.03650336932652947,0.06229883077253362,104.25573423798154,-49.67761218511038,54.13058410531128,54.13058410531128,4
163,-1.806029744305522,-0.8795120633678075,,,104.25573423798154,-49.67761218511038,54.13058410531128,54.13058410531128,4
164,-2.028024580771563,-1.4051799986487779,,,103.28335451539566,-53.03937464014759,52.34934668773273,52.34934668773273,4
165,-1.965597809306925,-1.0167890629165806,0.16577994481863276,0.27139429220426337,103.28335451539566,-53.03937464014759,52.34934668773273,52.34934668773273,4
166,-2.4320286819620667,-1.2825285854001016,,,103.28335451539566,-53.03937464014759,52.34934668773273,52.34934668773273,4
167,-2.852094440553156,-1.0068510456356492,,,104.25661284454803,-49.67778517206036,53.9313411151014,53.9313411151014,4
168,-2.5919629810912785,-1.2052413847369219,-0.04425616131936573,-0.0751691524897069,104.25661284454803,-49.67778517206036,53.9313411151014,53.9313411151014,4
169,-1.7778094510008962,-1.8806266676054895,,,104.25661284454803,-49.67778517206036,53.9313411151014,53.9313411151014,4
170,0.06635789502118639,-0.7220160777098861,,,119.61209646599055,-45.537415254595885,64.92028286397857,64.92028286397857,5
171,-0.38468610956294247,-0.7112421848341067,0.007978895998818207,0.01882353063820119,119.61209646599055,-45.537415254595885,64.92028286397857,64.92028286397857,5
