,RA,DEC,MJD,EXPTIME,TEMP_SET,CCDTEMP,FILTER,ELSTART,ELEND,AZSTART,AZEND,RA_WCS,DEC_WCS
56,183.003157083333,-64.5104033333333,58923.0874700923,1.0,-104.150001525879,-100.807739257812,empty_1,44.1108377858036,44.117390422427,152.903427262281,152.907426435908,182.99977158148033,-64.51000888685257
57,183.003157083333,-64.5104033333333,58923.0881956749,15.0,-104.150001525879,-100.81721496582,empty_1,44.1893518551224,44.2188284381264,152.951818783244,152.9701391649,182.99978371447676,-64.50986263667382
58,183.003157083333,-64.5104033333333,58923.0898155241,10.0,-104.150001525879,-100.814895629883,empty_1,44.425924031355,44.4471085651749,153.100908030232,153.114477325653,183.00148202394607,-64.5101202770142
59,183.003157083333,-64.5104033333333,58923.1001204545,1.0,-104.150001525879,-100.846290588379,empty_1,45.8658893986576,45.8721684499615,154.142691422661,154.147632498716,182.99103964476592,-64.52110682556882
60,183.003157083333,-64.5104033333333,58923.1004276231,1.0,-104.150001525879,-100.814147949219,empty_1,45.9086871727341,45.914976952874,154.154637534579,154.162083346819,183.00125736547366,-64.50937350151703
61,183.003157083333,-64.5104033333333,58923.1007286082,1.0,-104.150001525879,-100.825576782227,empty_1,45.9497142418259,45.9559700473183,154.190713245829,154.195718247851,182.99980508829424,-64.5100417519027
62,183.003157083333,-64.5104033333333,58923.101045653,1.0,-104.150001525879,-100.843223571777,empty_1,45.9936076982849,45.9998581393593,154.225455452164,154.230476994475,182.99986866121012,-64.50984983600213
63,145.041405416667,2.96478138888889,58923.122253092,1.0,-104.150001525879,-100.791297912598,empty_1,56.9739625438087,56.9734851106041,-1.81337900113431,-1.8439052219328,145.04169871315423,2.9635353113208875
64,145.041405416667,2.96478138888889,58923.1248571122,2.0,-104.150001525879,-100.807090759277,empty_1,56.9447877093189,56.9437045439117,-3.53302187871304,-3.57111371707288,145.0366115905902,2.9559687573422995
65,143.162734166667,-11.1538580555556,58923.1255323937,1.0,-104.150001525879,-100.817306518555,empty_1,70.7369076295581,70.7334828956809,-12.0669034833845,-12.115647714847,143.16337765043426,-11.155414277876792
66,143.162734166667,-11.1538580555556,58923.1258401759,1.0,-104.150001525879,-100.843132019043,empty_1,70.7156770511501,70.7125996633258,-12.3956327850756,-12.4442058021959,143.1631207352699,-11.155098147143931
67,143.162734166667,-11.1538580555556,58923.1258852425,1.0,-104.150001525879,-100.780151367188,empty_1,70.7125996633258,70.7095160170284,-12.4442058021959,-12.4924551660952,143.1631656302459,-11.155118436284612
68,143.162734166667,-11.1538580555556,58923.1263091814,2.0,-104.150001525879,-100.852233886719,empty_1,70.6923552437511,70.688362775647,-12.8851158137259,-12.9459849710402,143.1589464108612,-11.163290877210594
69,141.63975125,-21.9172497222222,58923.1267706178,1.0,-104.150001525879,-100.827529907227,empty_1,80.2520222051971,80.2437891646114,-34.7731742973119,-34.8505976016313,141.6301363437319,-21.91725264313165
70,141.63975125,-21.9172497222222,58923.1276593721,1.0,-104.150001525879,-100.849540710449,empty_1,80.0973933025089,80.0889081342903,-36.1889796669275,-36.2626541370992,141.64077503109237,-21.918307694741674
71,141.63975125,-21.9172497222222,58923.1285093229,2.0,-104.150001525879,-100.864219665527,empty_1,79.9491149767273,79.938141612598,-37.5471398944646,-37.6384060795099,141.6397353557752,-21.927848607021623
72,152.8709925,-25.376585,58923.1355668156,1.0,-104.150001525879,-100.875831604004,empty_1,84.9858618362632,84.9911328240123,21.1679317844391,21.0077828956128,152.86808737044748,-25.367777769422933
73,152.8709925,-25.376585,58923.1361786999,1.0,-104.150001525879,-100.843971252441,empty_1,85.0615810437885,85.0663517995563,19.0891670477868,18.925259043026,152.87059257593185,-25.378061106675798
74,218.369679166667,-15.0046294444444,58923.1554730427,1.0,-104.150001525879,-100.803283691406,empty_1,32.9839507325669,32.9983769937535,88.8924706769176,88.8838831377216,218.35645893857082,-15.013528731256034
75,218.369679166667,-15.0046294444444,58923.1563679903,1.0,-104.150001525879,-100.808486938477,empty_1,33.2476507707615,33.2621043010731,88.7246412825771,88.716018427629,218.36849924916777,-15.00535605852282
76,194.24376125,-27.2166080555556,58923.159837204,1.0,-104.150001525879,-100.835609436035,empty_1,59.6391395314567,59.6534973963135,93.1701009762473,93.1630606246181,194.2456664255655,-27.219283026895305
77,194.24376125,-27.2166080555556,58923.1661103594,1.0,-104.150001525879,-100.839508056641,empty_1,61.5956053717964,61.6100378914707,92.1918729734607,92.184515227098,194.24201818676318,-27.21718666668518
78,177.437797083333,-33.2803027777778,58923.1665273794,1.0,-104.150001525879,-100.86393737793,empty_1,76.5695329590526,76.5832716806472,107.384284813408,107.393984575276,177.44145160631825,-33.27602020844531
79,167.81879625,-37.4113136111111,58923.1694556711,1.0,-104.150001525879,-100.870811462402,empty_1,81.7788643224922,81.7854603214946,152.520034540852,152.599491853689,167.82597801830678,-37.41663506949711
80,167.81879625,-37.4113136111111,58923.1700423685,1.0,-104.150001525879,-100.846572875977,empty_1,81.8706065996521,81.8769594116893,153.562780399297,153.64432000037,167.81773031700814,-37.41036154218167
81,178.004105,-43.9583988888889,58923.1703813337,1.0,-104.150001525879,-100.859855651855,empty_1,72.0315044208255,72.0400025530544,143.965546865438,143.99323352096,178.0082810693758,-43.959868080094026
82,178.004105,-43.9583988888889,58923.1710135224,1.0,-104.150001525879,-100.86319732666,empty_1,72.1518551393237,72.1602267606941,144.351008911108,144.378907014107,178.00233203135934,-43.95779558141893
83,199.520261666667,-53.2124502777778,58923.1714347988,1.0,-104.150001525879,-100.8671875,empty_1,55.3920260651939,55.400956480109,141.988232214426,141.996284652923,199.51813535622708,-53.22032575873402
84,199.520261666667,-53.2124502777778,58923.1723552261,1.0,-104.150001525879,-100.868209838867,empty_1,55.5709477349155,55.5797766729229,142.135785896753,142.143987644886,199.51778990046427,-53.21215559866626
85,217.262640833333,-55.3337083333333,58923.172707911,1.0,-104.150001525879,-100.858924865723,empty_1,45.2044070347183,45.213716982209,139.843659926628,139.846462835048,217.25171918805296,-55.34443168873421
86,217.262640833333,-55.3337083333333,58923.1730084406,1.0,-104.150001525879,-100.845268249512,empty_1,45.2620508357068,45.2713254674309,139.842153866281,139.845562506889,217.26695777519012,-55.33232261404271
87,217.262640833333,-55.3337083333333,58923.1733152828,1.0,-104.150001525879,-100.86515045166,empty_1,45.3261140569084,45.3354070170753,139.86447073934,139.867758233522,217.25906084876812,-55.3354959472807
88,217.262640833333,-55.3337083333333,58923.1736226166,1.0,-104.150001525879,-100.855117797852,empty_1,45.3885491772526,45.3978314085834,139.880496044134,139.883972634052,217.26063830587606,-55.33255223240492
89,243.641344166667,-53.5597888888889,58923.1746172255,1.0,-104.150001525879,-100.883728027344,empty_1,30.3700343354722,30.3798315509339,137.53369413731,137.531488020395,243.6219287502227,-53.57358746279555
90,243.641344166667,-53.5597888888889,58923.1749065394,1.0,-104.150001525879,-100.857528686523,empty_1,30.4175715728779,30.4273500128766,137.505319495176,137.505619455551,243.640459636554,-53.56008377402344
91,243.641344166667,-53.5597888888889,58923.1752265091,1.0,-104.150001525879,-100.840156555176,empty_1,30.4867113216897,30.4964155539055,137.491257567395,137.489081848849,243.6389847459136,-53.559764294878136
92,243.641344166667,-53.5597888888889,58923.1758474793,1.0,-104.150001525879,-100.834213256836,empty_1,30.6158051475068,30.625538436987,137.463350970735,137.461196262826,243.63918788596317,-53.560214893613285
93,167.81879625,-37.4113136111111,58923.1963466596,20.0,-104.150001525879,-100.871650695801,empty_1,81.7552014275279,81.7164850815025,207.347272862433,207.800268013714,167.8173847155799,-37.42094056778807
94,167.81879625,-37.4113136111111,58923.1970383968,10.0,-104.150001525879,-100.85799407959,empty_1,81.635688452312,81.6129169448104,208.713038046597,208.961576898335,167.81704001627634,-37.420925208734154
95,167.81879625,-37.4113136111111,58923.1976383748,1.0,-104.150001525879,-100.868583679199,empty_1,81.527265517303,81.5200369640079,209.868930657147,209.944611419676,167.8170467544464,-37.42067479671806
96,167.81879625,-37.4113136111111,58923.1982636719,1.0,-104.150001525879,-100.825202941895,empty_1,81.4381625338283,81.4306697829452,210.895416964529,210.968227763413,167.8194646122376,-37.40999979606259
97,166.306265416667,-48.3004894444444,58923.1986798064,1.0,-104.150001525879,-100.871276855469,empty_1,71.0694228692737,71.0656709058967,194.858538438333,194.890519757522,166.30715213501847,-48.30519062585935
98,166.306265416667,-48.3004894444444,58923.1992932933,1.0,-104.150001525879,-100.873695373535,empty_1,71.0248177333706,71.0209656341758,195.289590884699,195.321431387914,166.3063859136909,-48.29920371002499
99,158.829647916667,-61.6966666666667,58923.1996740541,1.0,-104.150001525879,-100.890968322754,empty_1,56.9917420132988,56.9884460254543,192.989426334156,193.002568264259,158.81620064665998,-61.697671736931724
100,158.829647916667,-61.6966666666667,58923.2002659376,1.0,-104.150001525879,-100.850288391113,empty_1,56.9548723681801,56.9515647574299,193.147973050131,193.161119897617,158.83020255949023,-61.695112047855226
101,158.630878333333,-74.8552369444444,58923.2006243348,1.0,-104.150001525879,-100.880378723145,empty_1,44.6791357382172,44.6778017862816,185.597816188601,185.603707660688,158.58657005133367,-74.8485388436019
102,158.630878333333,-74.8552369444444,58923.2009263926,1.0,-104.150001525879,-100.873603820801,empty_1,44.6689460261696,44.6669732614537,185.612277765526,185.621754904059,158.63425298494468,-74.8542269194093
103,158.630878333333,-74.8552369444444,58923.2015395051,1.0,-104.150001525879,-100.837745666504,empty_1,44.6496967061394,44.6482456310769,185.693187494544,185.698905964164,158.63245340698973,-74.85386411118984
104,92.0126020833334,-88.3746980555556,58923.2019204968,1.0,-104.150001525879,-100.901000976562,empty_1,30.4145071490784,30.4139166160603,181.792403091444,181.792476852192,92.46956964006999,-88.3605593574176
105,92.0126020833334,-88.3746980555556,58923.2028182049,1.0,-104.150001525879,-100.870719909668,empty_1,30.3920248731156,30.3915738149663,181.779128839029,181.778960306896,92.0414079134409,-88.37395509832538
106,100.28978,-48.8651230555556,58923.2085135699,1.0,-104.150001525879,-100.821769714355,empty_1,30.6019770189305,30.5911073668976,227.943045724867,227.940299589871,100.31544356255309,-48.85900512317993
107,100.28978,-48.8651230555556,58923.2088068408,1.0,-104.150001525879,-100.792877197266,empty_1,30.5200686141034,30.5093750937958,227.915323306544,227.912168581723,100.29089323139517,-48.86551794595446
108,117.26141625,-48.7804436111111,58923.2100686879,1.0,-104.150001525879,-100.815818786621,empty_1,41.300086139061,41.2890747769707,229.522083182572,229.522161860688,117.26519630600296,-48.78132395263236
109,117.26141625,-48.7804436111111,58923.2107002651,1.0,-104.150001525879,-100.787490844727,empty_1,41.1474013908883,41.1363261028309,229.520422895192,229.520217259153,117.26564097742327,-48.78050151171647
110,135.782797083333,-45.3734530555556,58923.211038163,1.0,-104.150001525879,-100.806442260742,empty_1,53.8856630607479,53.8719355150097,233.002446968792,233.005894054397,135.7741140699017,-45.3679306565312
111,135.782797083333,-45.3734530555556,58923.2116422967,1.0,-104.150001525879,-100.804672241211,empty_1,53.7398577316635,53.7282871290081,233.038779725059,233.04209761761,135.7841589999262,-45.37138202741762
112,135.782797083333,-45.3734530555556,58923.2122551528,1.0,-104.150001525879,-100.808853149414,empty_1,53.5866083784931,53.5751093014114,233.079540808438,233.082847972139,135.78442716488868,-45.37321567650565
113,155.678839166667,-41.4083541666667,58923.2126587102,1.0,-104.150001525879,-100.811920166016,empty_1,68.4166439457622,68.4051618560043,232.231301148175,232.245118547915,155.67238592368594,-41.41210174374612
114,155.678839166667,-41.4083541666667,58923.2132717826,1.0,-104.150001525879,-100.822418212891,empty_1,68.2721381469601,68.2606743856304,232.41707317972,232.430636663674,155.68012633295922,-41.4075611301361
115,170.6351975,-34.4548458333333,58923.2136915849,1.0,-104.150001525879,-100.842948913574,empty_1,81.7963563485828,81.7842895372596,236.054418612955,236.101768095716,170.6273351399975,-34.463204657104086
116,170.6351975,-34.4548458333333,58923.2139920923,1.0,-104.150001525879,-100.82975769043,empty_1,81.7296185179439,81.7175941749301,236.38714306496,236.432764311074,170.6367940553005,-34.453739710888215
117,170.6351975,-34.4548458333333,58923.2143027163,1.0,-104.150001525879,-100.848609924316,empty_1,81.6478080137458,81.6356745942321,236.693973024114,236.738783349036,170.63619090382898,-34.45395472168526
118,190.83706125,-23.4676308333333,58923.2574761728,1.0,-104.150001525879,-100.845550537109,empty_1,82.551580576488,82.5446180089202,-29.0185485000402,-29.1219217295438,190.8280554112543,-23.46397488793708
119,190.83706125,-23.4676308333333,58923.2580764321,1.0,-104.150001525879,-100.843040466309,empty_1,82.4675460739818,82.460267452785,-30.3134743089468,-30.4143276030809,190.8376471787425,-23.468907620470528
120,180.577944583333,-12.2517152777778,58923.258517737,1.0,-104.150001525879,-100.859199523926,empty_1,67.6828751548164,67.6735625251167,-40.3375367040426,-40.3727120871336,180.57435667611094,-12.250800725992212
121,180.577944583333,-12.2517152777778,58923.2591099359,1.0,-104.150001525879,-100.821022033691,empty_1,67.5675325675693,67.5581180139416,-40.7778181845788,-40.8125040645391,180.57869850163115,-12.252730318639156
122,190.83706125,-23.4676308333333,58923.2707223895,5.0,-104.150001525879,-100.841552734375,empty_1,79.8570374234405,79.8344116492954,-51.6451724583749,-51.7612875218038,190.8273486127654,-23.469799679191688
123,190.83706125,-23.4676308333333,58923.2712174988,10.0,-104.150001525879,-100.828735351562,empty_1,79.7493856235233,79.7123264356342,-52.1923927182797,-52.3772791738156,190.82758608924752,-23.46982228547076
124,190.83706125,-23.4676308333333,58923.2723402954,15.0,-104.150001525879,-100.854927062988,empty_1,79.4854052944866,79.4332121892658,-53.4743040020112,-53.717878531912,190.8276862186754,-23.469986441712674
125,189.9976325,-11.6230541666667,58923.2741107502,5.0,-104.150001525879,-100.845916748047,empty_1,69.0537991209858,69.039050547668,-30.8078796381742,-30.8892752940446,189.99403181370567,-11.62376395485391
126,189.9976325,-11.6230541666667,58923.2771076694,5.0,-104.150001525879,-100.87574005127,empty_1,68.558660654613,68.5428324921959,-33.3878446335584,-33.4662397916109,189.99247198272167,-11.62138282951256
127,189.866583333333,-26.7440555555556,58923.2815501991,5.0,-104.150001525879,-100.863471984863,empty_1,77.6845773144451,77.6528324766841,-77.6907787437085,-77.7412766928173,189.857533467073,-26.749190583458603
128,189.866583333333,-26.7440555555556,58923.2827460372,30.0,-104.150001525879,-100.854187011719,empty_1,77.4060325904575,77.2895263715473,-78.1270954722859,-78.3046071941353,189.85778191858137,-26.749133762554443
129,189.866583333333,-26.7440555555556,58923.2837247695,30.0,-104.150001525879,-100.885025024414,empty_1,77.1057525857177,76.98906263549,-78.5792506451107,-78.7503053957917,189.8579426725596,-26.74907668857505
130,189.866583333333,-26.7440555555556,58923.284104368,30.0,-104.150001525879,-100.812568664551,empty_1,76.98906263549,76.8722157760349,-78.7503053957917,-78.9189913088776,189.85807472035106,-26.749095963936075
131,189.866583333333,-26.7440555555556,58923.284862383,30.0,-104.150001525879,-100.896919250488,empty_1,76.758992133924,76.6420697255817,-79.0804450923897,-79.2444872076012,189.85827427241568,-26.7490094567653
132,189.866583333333,-26.7440555555556,58923.2852420339,30.0,-104.150001525879,-100.798637390137,empty_1,76.6420697255817,76.525006501266,-79.2444872076012,-79.4062431866623,189.85838336667817,-26.749008320882815
133,208.131247083333,-19.8100291666667,58923.2933618734,5.0,-104.150001525879,-100.857162475586,empty_1,79.7482398732391,79.749399928638,2.00719707059034,1.8321181123174,208.11986869818242,-19.801004425873487
134,208.131247083333,-19.8100291666667,58923.2940537293,30.0,-104.150001525879,-100.848518371582,empty_1,79.7522524579254,79.7544456108299,1.26248441981443,0.539257157317479,208.1198795521147,-19.801085221637297
135,208.131247083333,-19.8100291666667,58923.2949172232,15.0,-104.150001525879,-100.839790344238,empty_1,79.7548175438278,79.7539400144306,-0.709886025899323,-1.1045972223219,208.11985520397454,-19.80137993133709
136,190.83706125,-23.4676308333333,58923.2985197754,1.0,-104.150001525879,-100.795104980469,empty_1,72.1027944071975,72.0889787955966,-72.9134967143036,-72.9349637741543,190.82996537572498,-23.469818521468998
137,190.83706125,-23.4676308333333,58923.299671922,2.0,-104.150001525879,-100.806442260742,empty_1,71.7779078169551,71.7606518252578,-73.4354469890095,-73.4616892749764,190.84306821861583,-23.47622537280181
138,190.83706125,-23.4676308333333,58923.3088895026,1.0,-104.150001525879,-100.907409667969,empty_1,68.9817558809154,68.9677154107922,-77.1593602711655,-77.1761437470414,190.83087653766012,-23.468767795842464
139,190.83706125,-23.4676308333333,58923.3096942814,2.0,-104.150001525879,-100.933235168457,empty_1,68.7523988469329,68.7348379774921,-77.4522932583786,-77.4728336150147,190.8434053636452,-23.476072683717508
