,DATE,MJD,EXPTIME,RA,DEC,AIRMASS,ROT_ANGLE,AZ,EL,RA_MD,DEC_MD,EXPTIME_MD,TEMP_SET_MD,CCDTEMP_MD,FILTER_MD,ELSTART_MD,ELEND_MD,AZSTART_MD,AZEND_MD,RA_WCS,DEC_WCS,dRA,dDEC,dAZ,dEL,PNT_OFFSET
2022021500397,2022-02-16 06:05:21.456680,59626.25372056343,30.0,221.609941142107,-44.7793066849246,1.41948532297566,358.507213153855,124.838455547084,44.7290342136403,221.6097025,-44.7792708333333,30.0,-94.1500015258789,,SDSSg,44.7290342136403,44.8267596050136,124.838455547084,124.8365064752,221.58827118593948,-44.77261568070847,1.3001973700509328,-0.40146025296823845,0.5796686722509682,-0.9186591435601461,1.0064974560870004
2022021500398,2022-02-16 06:05:54.255114,59626.254100174934,30.0,221.609862184174,-44.7792784250772,1.4170736298688,358.507407848238,124.8365064752,44.8267596050136,221.6097025,-44.7792708333333,30.0,-94.1500015258789,,SDSSg,44.8267596050136,44.9243920131557,124.8365064752,124.83481847166,221.5881799672752,-44.77258869842774,1.3009330139249469,-0.4013835989670431,0.5783812134054992,-0.9198667678475756,1.0069461945495195
2022021500399,2022-02-16 06:06:48.433703,59626.25472724193,30.0,221.742221225495,-44.7794409082484,1.41544035106785,358.081667091787,124.83537145375202,44.8926744445344,221.742006666667,-44.7792708333333,30.0,-94.1500015258789,,SDSSg,44.8926744445344,44.9903520031949,124.835371453752,124.833607901324,221.7205319266565,-44.77267499778161,1.3013579303064098,-0.40595462800676235,0.584026969277098,-0.9206007363313337,1.009051302338233
2022021500400,2022-02-16 06:07:21.242047,59626.255106968136,30.0,221.742213716816,-44.7792729784915,1.41304532489937,358.081551593338,124.83360790132399,44.9903520031949,221.742006666667,-44.7792708333333,30.0,-94.1500015258789,,SDSSg,44.9903520031949,45.0879446252366,124.833607901324,124.832310606231,221.72044507684132,-44.77260682948203,1.3061183984815068,-0.3999689405680332,0.5743881511407343,-0.9247057840304406,1.0097618324332502
2022021500407,2022-02-16 06:12:36.577517,59626.25875668422,30.0,220.743695019278,-44.8729193461873,1.37441139690791,359.99974159252,124.98115308998999,46.6292720123165,220.743467083333,-44.87299225,30.0,-94.1500015258789,,SDSSg,46.6292720123165,46.7267761214607,124.98115308999,124.984235395183,220.72217069645043,-44.86586393743331,1.2914593696524763,-0.4233245252388233,0.5847690819092745,-0.9253054378238381,1.008434064855945
2022021500408,2022-02-16 06:13:09.389162,59626.25913644863,30.0,220.743692015881,-44.8729847971025,1.37222910005467,359.999738541535,124.98423539518302,46.7267761214607,220.743467083333,-44.87299225,30.0,-94.1500015258789,,SDSSg,46.7267761214607,46.8242319508572,124.984235395183,124.987488914718,220.72212145969448,-44.86587113766664,1.294233371192808,-0.4268195661516496,0.5885094648786215,-0.928055189468886,1.0116877965793765
2022021500413,2022-02-16 06:16:51.533409,59626.2617075626,30.0,220.876058133255,-44.8727708956219,1.35976370389875,359.999447776863,125.005850423564,47.2889000757568,220.87596625,-44.87299225,30.0,-94.1500015258789,,SDSSg,47.2889000757568,47.3862821443909,125.005850423564,125.010906834592,220.85458160555999,-44.865849476149215,1.2885916616981907,-0.4152851683609897,0.5640440607966096,-0.9276686757379592,1.0032364920798904
2022021500414,2022-02-16 06:17:24.334558,59626.26208720554,30.0,220.876178415413,-44.8729987627646,1.3576545191159,359.999637418131,125.010906834592,47.3862821443909,220.87596625,-44.87299225,30.0,-94.1500015258789,,SDSSg,47.3862821443909,47.4837607725494,125.010906834592,125.015876073827,220.8546445262009,-44.86581744160733,1.2920333527246788,-0.43087926943620003,0.585598314051595,-0.9313678483698369,1.0119964898204112
2022021500419,2022-02-16 06:21:08.395220,59626.26468050023,30.0,221.815685979148,-45.2476285147535,1.35804044973626,359.999421932028,125.56081287979,47.3683211787575,221.815487083333,-45.2478688333333,30.0,-94.1500015258789,,SDSSg,47.3683211787575,47.4651100321644,125.56081287979,125.567115176906,221.7940513448393,-45.24064656990878,1.29807805852221,-0.41891669068333937,0.5580513798337674,-0.9318810239895507,1.0053928458536672
2022021500420,2022-02-16 06:21:41.202903,59626.26506021878,30.0,221.815697615931,-45.24786550207,1.35595095236882,359.999552378855,125.567115176906,47.4651100321644,221.815487083333,-45.2478688333333,30.0,-94.1500015258789,,SDSSg,47.4651100321644,47.5619042499893,125.567115176906,125.573332984422,221.7940759893689,-45.24060706046641,1.297297593721007,-0.43550649621616144,0.5812131387379854,-0.9327814540763645,1.0119201647307021
