,DATE,MJD,EXPTIME,RA,DEC,AIRMASS,ROT_ANGLE,AZ,EL,RA_MD,DEC_MD,EXPTIME_MD,TEMP_SET_MD,CCDTEMP_MD,FILTER_MD,ELSTART_MD,ELEND_MD,AZSTART_MD,AZEND_MD,RA_WCS,DEC_WCS,dRA,dDEC,PNT_OFFSET
2021011900194,2021-01-20 03:34:30.064774,59234.14895908303,3.0,114.38382125112898,-51.4216707469077,1.08631410214494,-115.1382075163084,160.18411331292,66.9799598141399,1.99637503359009,-0.897472154208595,3.0,-94.1500015258789,,empty_1,66.9799598141399,66.9872831388202,160.18411331292,160.219269920548,114.38866785211995,-51.424531988054234,-0.29079605945761966,0.17167446879095472,0.2497052700841305
2021011900198,2021-01-20 03:44:47.176780,59234.156101583096,3.0,114.38376790435346,-51.4216199847022,1.08093760324236,-115.1382075163084,163.940471042355,67.6623084231251,1.99637503359009,-0.897472154208595,3.0,-94.1500015258789,,empty_1,67.6623084231251,67.6682454927795,163.940471042355,163.978266496619,114.38908873104556,-51.425160425830065,-0.31924960152485987,0.21242646767243661,0.291126162931905
2021011900200,2021-01-20 03:45:53.235961,59234.15686615696,3.0,114.38386026466827,-51.4216447550304,1.08043946314164,-115.1382075163084,164.364441115817,67.727826295697,1.99637503359009,-0.897472154208595,3.0,-94.1500015258789,,empty_1,67.727826295697,67.7326569541328,164.364441115817,164.39630084153,114.3894634042124,-51.425184213428494,-0.3361883726494296,0.21236750388622794,0.29840615894222106
2021011900203,2021-01-20 04:09:53.809654,59234.17353946359,15.0,114.38381245147137,-51.4216355643432,1.0732113034319,-115.1382075163084,174.050158936938,68.6931421442714,1.99637503359009,-0.897472154208595,15.0,-94.1500015258789,,empty_1,68.6931421442714,68.6996737702575,174.050158936938,174.177326489647,114.39073394470365,-51.42689484659789,-0.41528959393820347,0.31555693528117734,0.40820699858954046
2021011900208,2021-01-20 04:33:00.107394,59234.18958457632,20.0,114.38378464368552,-51.4216284715363,1.07265927285243,-115.1382075163084,183.94978829172,68.7705498023861,1.99637503359009,-0.897472154208595,20.0,-94.1500015258789,,empty_1,68.7705498023861,68.7645412071579,183.94978829172,184.113688696874,114.39002815059546,-51.42853465464141,-0.37461041459709565,0.414370986307362,0.47567280531835626
2021011900212,2021-01-20 05:14:54.002919,59234.21868058934,20.0,114.38387174648233,-51.4216307047419,1.08784295963481,-115.1382075163084,200.443610180868,66.7970125957218,1.99637503359009,-0.897472154208595,20.0,-94.1500015258789,,RG610,66.7970125957218,66.7677769645088,200.443610180868,200.575919081224,114.38605161316822,-51.43082499728541,-0.1307920011547387,0.5516575526111764,0.5576528747868631
2021011900217,2021-01-20 05:27:06.384402,59234.22715722688,20.0,114.38381767757637,-51.4216446704993,1.09632997784565,-115.1382075163084,204.443322052015,65.7823145969742,1.99637503359009,-0.897472154208595,20.0,-94.1500015258789,,RG610,65.7823145969742,65.7477288528316,204.443322052015,204.561982531799,114.38411215210107,-51.43092253815909,-0.017668471482310665,0.5566720595879074,0.5567810600190197
2021012000093,2021-01-21 01:47:04.256469,59235.07435482024,10.0,99.30630495839202,-40.7708843681139,1.07412520790788,-171.1052457874854,125.576179255237,68.5631774945941,1.73322541544836,-0.711581111050864,10.0,-94.1500015258789,,empty_1,68.5631774945941,68.5983399136749,125.576179255237,125.614950139498,99.31351928486876,-40.77175860795316,-0.4328595886042946,0.05245439035576652,0.3319842555846743
2021012000111,2021-01-21 02:16:37.718044,59235.09488099588,2.0,99.30637183007082,-40.7708905254724,1.0427247527618,-180.0,133.744550873016,73.5194039924827,1.73322541544836,-0.711581111050864,2.0,-94.1500015258789,,RG610,73.5194039924827,73.5323805196967,133.744550873016,133.776184399103,99.31711018234913,-40.770549323124115,-0.6443011366982505,-0.020472140896900658,0.4883771274061693
2021012000116,2021-01-21 02:20:52.754526,59235.09783280701,1.0,99.30637468774363,-40.7709186256489,1.03928701974817,-180.0,135.43704666612,74.1759519859042,1.73322541544836,-0.711581111050864,1.0,-94.1500015258789,,RG610,74.1759519859042,74.1835587306705,135.43704666612,135.457887430166,99.31731584651864,-40.7705650194147,-0.6564695265007443,-0.021216374052082695,0.4976156620522448
2021012000117,2021-01-21 02:20:56.924461,59235.09788107015,2.0,99.30633691542941,-40.7709082750677,1.0392377105254,-180.0,135.457887430166,74.1835587306705,1.73322541544836,-0.711581111050864,2.0,-94.1500015258789,,RG610,74.1835587306705,74.196169136354,135.457887430166,135.492473174309,99.31739661292093,-40.770434963430986,-0.6635818494904789,-0.02839869820172427,0.5033518159198114
2021012000129,2021-01-21 02:35:33.490648,59235.10802651213,2.0,99.30634658059527,-40.7708569047256,1.02938778329311,-180.0,142.644678283905,76.2587538941589,1.73322541544836,-0.711581111050864,2.0,-94.1500015258789,,RG610,76.2587538941589,76.2696830018249,142.644678283905,142.692418028091,99.31928836627807,-40.77145286833773,-0.7765071409682975,0.03575781672737355,0.5891535662043691
2021012000157,2021-01-21 03:04:22.294252,59235.128035813104,5.0,117.82378818610167,-11.1721324900918,1.13295733134554,-180.0,52.2137939226959,61.92777371246479,2.05641489800188,-0.194985527253834,5.0,-94.1500015258789,,empty_1,61.9277737124648,61.9506395443168,52.2137939226959,52.163866390023,117.82255236019472,-11.170747383686106,0.07414955441529966,-0.08310638434140112,0.11044655630917591
2021012000221,2021-01-21 04:37:19.586546,59235.19258780725,2.0,142.44428169142049,-33.3194910411423,1.06555534633136,-180.0,105.043149073143,69.7696427090996,2.48588548540727,-0.581376606033043,2.0,-94.1500015258789,,RG610,69.7696427090996,69.7870283408847,105.043149073143,105.045336861614,142.44761441313017,-33.31606196124153,-0.199963302580944,-0.20574479404591103,0.26505138684794605
2021012000226,2021-01-21 04:47:47.573583,59235.19985617572,2.0,142.4168484423606,-33.3200640672721,1.05144151132243,-180.0,105.445766080622,71.9781552835193,2.48588548540727,-0.581376606033043,2.0,-94.1500015258789,,RG610,71.9781552835193,71.9954850359645,105.445766080622,105.450027216677,142.4206742193326,-33.315708755094654,-0.2295466183192922,-0.2613187306468221,0.32416260498546934
2021012000232,2021-01-21 04:56:06.953521,59235.20563603613,2.0,142.41676253092032,-33.3206052993934,1.04168924629587,-180.0,105.976322222967,73.7108649893489,2.48588548540727,-0.581376606033043,2.0,-94.1500015258789,,RG610,73.7108649893489,73.7282296105113,105.976322222967,105.982781429295,142.42089941629683,-33.31575906767087,-0.24821312258973974,-0.29077390335112535,0.35717010826796536
2021012000271,2021-01-21 06:05:23.591910,59235.25374527674,5.0,166.4613053807697,-20.4091210578869,1.10275559231318,-205.5156242078812,73.1135696959827,65.0346421285503,2.90529930385754,-0.35620560451783,5.0,-94.1500015258789,,empty_1,65.0346421285503,65.0623784049385,73.1135696959827,73.0789186847542,166.46294355819126,-20.405999785415432,-0.09829064529495397,-0.18727634828794398,0.20870746724576678
2021012000314,2021-01-21 07:11:04.724022,59235.29936023174,6.0,185.43631166591217,-34.7869413265741,1.09463004595929,-180.0,108.489067931179,65.9682006224029,3.2367186901493,-0.607026202279055,6.0,-94.1500015258789,,RG610,65.9682006224029,65.9994210883015,108.489067931179,108.49305414081,185.4400367716148,-34.78533423838552,-0.2235063421591437,-0.09642529131448926,0.2073479673644319
2021012100692,2021-01-22 00:38:27.805651,59236.02671071356,1.0,65.45244950689496,-63.3806039976723,1.19461187038725,-180.0,175.488145281037,56.7993547602528,1.14270529853572,-1.10630116766811,1.0,-94.1500015258789,,RG610,56.7993547602528,56.8004634066456,175.488145281037,175.501660932263,65.45517443045031,-63.39068678023748,-0.16349541332203027,0.6049669539100323,0.6093845900981598
2021012100721,2021-01-22 01:41:45.701707,59236.07066784383,2.0,114.36440613638787,-51.4189451458025,1.22514871970713,-180.0,137.873780359005,54.6666351540916,1.99637503359009,-0.897472154208595,2.0,-94.1500015258789,,RG610,54.6666351540916,54.6787238701218,137.873780359005,137.882103253593,114.37057937175985,-51.42660106400922,-0.370394122319663,0.4593550924026869,0.5141522293804789
2021012100745,2021-01-22 02:22:48.922296,59236.09917734139,1.0,306.2516061041591,-87.4553902367046,2.09742750408348,-180.0,181.9121860757,28.3777395471116,5.3595236294246,-1.52667798122945,1.0,-94.1500015258789,,RG610,28.3777395471116,28.377373425581,181.9121860757,181.911694337396,306.90854879574766,-87.47942605311526,-39.416561495309466,1.4421489846391278,2.2612612224822968
2021012100746,2021-01-22 02:22:53.014340,59236.09922470301,2.0,306.2516928414851,-87.4553998506724,2.0974578905129,-180.0,181.911694337396,28.377373425581,5.3595236294246,-1.52667798122945,2.0,-94.1500015258789,,RG610,28.377373425581,28.376744447567,181.911694337396,181.910882522119,306.9075901556841,-87.47958843902438,-39.353838851940125,1.451315301118526,2.26494417402255
2021012100753,2021-01-22 02:30:19.111562,59236.1043878653,2.0,306.65394443496416,-87.4598525505094,2.1001836913923,-309.142353268697,181.851074625505,28.3369029148598,5.3595236294246,-1.52667798122945,2.0,-94.1500015258789,,RG610,28.3369029148598,28.3362801953335,181.851074625505,181.850244481815,307.3082502067678,-87.47629958810637,-39.25834630822132,0.9868222558170441,1.9953629583829562
2021012100754,2021-01-22 02:30:24.688324,59236.104452411164,4.0,306.65372918032614,-87.4598405117526,2.10021979845898,-309.142353268697,181.850244481815,28.3362801953335,5.3595236294246,-1.52667798122945,4.0,-94.1500015258789,,RG610,28.3362801953335,28.3354214414139,181.850244481815,181.849081744207,307.3080910754756,-87.47628051965495,-39.261713708969076,0.986400474140913,1.9952929636182406
2021012100761,2021-01-22 02:38:12.504533,59236.10986695062,2.0,101.99803018477812,-44.3104899801493,1.04515865507328,-130.0682675717262,149.219843674873,73.0756061359134,1.7805776306794,-0.773464144963634,2.0,-94.1500015258789,,RG610,73.0756061359134,73.0848231001728,149.219843674873,149.260301668619,102.00639218513274,-44.31340106895984,-0.5017200212778106,0.17466532863176698,0.39923936557042217
2021012100762,2021-01-22 02:38:18.076736,59236.10993144371,4.0,101.99794113585553,-44.310510191335,1.04511175667638,-130.0682675717262,149.260301668619,73.0848231001728,1.7805776306794,-0.773464144963634,4.0,-94.1500015258789,,RG610,73.0848231001728,73.0976664109912,149.260301668619,149.316752333616,102.00636290330651,-44.31347188955702,-0.5053060470586554,0.17770189332196848,0.4028781790360654
2021012100769,2021-01-22 02:58:58.037750,59236.12428284433,12.0,130.20332058133948,-16.3551164599063,1.21739221963184,-209.3032222804992,74.646481652293,55.1849260016315,2.27262258418648,-0.285276553332657,12.0,-94.1500015258789,,RG610,55.1849260016315,55.2372120900982,74.646481652293,74.5943944943283,130.20860848617733,-16.356413872774997,-0.3172742902708957,0.07784477212189349,0.31422971347213685
2021012100770,2021-01-22 02:59:18.612409,59236.124520976955,24.0,130.20327305464465,-16.3551447551834,1.21664546806491,-209.3032222804992,74.5978742134903,55.2337167247169,2.27262258418648,-0.285276553332657,24.0,-94.1500015258789,,RG610,55.2337167247169,55.3276981993549,74.5978742134903,74.5038533997867,130.20864375822453,-16.35632075430361,-0.3222422147926186,0.07055994721207573,0.3171503957512781
2021012100781,2021-01-22 03:18:52.188964,59236.13810403894,2.0,306.74463495206516,-87.4550104113291,2.12130918249869,-297.07491258135303,181.336655993728,28.0270612820168,5.3595236294246,-1.52667798122945,2.0,-94.1500015258789,,RG610,28.0270612820168,28.0266187175293,181.336655993728,181.335703809513,307.2816048829982,-87.47826357636386,-32.21819585597718,1.39518990208622,1.9936153546694055
2021012100782,2021-01-22 03:18:57.774970,59236.13816869179,4.0,306.74467728118765,-87.455012722249,2.12133750418972,-297.07491258135303,181.335703809513,28.0266187175293,5.3595236294246,-1.52667798122945,4.0,-94.1500015258789,,RG610,28.0266187175293,28.0260903223534,181.335703809513,181.334561635507,307.2811470917964,-87.47837899557534,-32.18818863652257,1.4019763995816759,1.9974020502884566
2021012100789,2021-01-22 03:35:13.355253,59236.14946013025,12.0,130.20655243327002,-16.3597214702885,1.12623442572721,-213.9483022043937,65.6805824530456,62.578439621531295,2.27262258418648,-0.285276553332657,12.0,-94.1500015258789,,RG610,62.5784396215313,62.6277614220016,65.6805824530456,65.6060657692287,130.20939904867254,-16.356576220119926,-0.1707969241517715,-0.1887150101141855,0.2499420157595383
2021012100790,2021-01-22 03:35:33.934586,59236.14969831697,24.0,130.20654830869105,-16.3596532966099,1.12574538725251,-213.9483022043937,65.6060657692287,62.627761422001605,2.27262258418648,-0.285276553332657,24.0,-94.1500015258789,,RG610,62.6277614220016,62.7131468637817,65.6060657692287,65.4767426145409,130.209383525911,-16.35662667038199,-0.17011303319486767,-0.18159757367493626,0.24417347433306275
2021012100797,2021-01-22 03:43:41.806639,59236.15534498425,2.0,306.7575431568221,-87.453578819588,2.12964788236033,-291.15324823334,181.046744067935,27.9067119046231,5.3595236294246,-1.52667798122945,2.0,-94.1500015258789,,RG610,27.9067119046231,27.9063578530331,181.046744067935,181.04574986246,307.2745281548363,-87.47914839055888,-31.019099880848593,1.5341742582522082,2.0576426008850492
2021012100805,2021-01-22 03:54:53.613804,59236.16312053014,2.0,147.89266884313557,-38.1895390899194,1.18770942392225,-178.37024243777776,114.710715491776,57.3062077744835,2.58148031740386,-0.666517422440482,2.0,-94.1500015258789,,RG610,57.3062077744835,57.3226059063309,114.710715491776,114.7119426024,147.89695827677053,-38.193406135603354,-0.25736601809883314,0.23202274103752815,0.30781545256663834
2021012100806,2021-01-22 03:54:59.190262,59236.16318507248,4.0,147.89264441866482,-38.1895374608019,1.18750916063265,-178.37024243777776,114.71194260239999,57.32260590633091,2.58148031740386,-0.666517422440482,4.0,-94.1500015258789,,RG610,57.3226059063309,57.3455061598652,114.7119426024,114.713683356051,147.89702394789396,-38.193463803003176,-0.26277175375031514,0.23558053207610094,0.3132902853160242
2021012100813,2021-01-22 04:05:53.691574,59236.170760319146,12.0,130.21039396029792,-16.3633052371454,1.0756535918606,-221.28418121368838,54.6021258128021,68.3551668210857,2.27262258418648,-0.285276553332657,12.0,-94.1500015258789,,RG610,68.3551668210857,68.3992453499668,54.6021258128021,54.491827119622,130.21032436201057,-16.35743815034348,0.004175897238897497,-0.3520252081151765,0.35204801048097245
2021012100814,2021-01-22 04:06:14.273159,59236.17099853193,24.0,130.21046911736832,-16.3632592009802,1.07533821254774,-221.28418121368838,54.491827119622,68.3992453499668,2.27262258418648,-0.285276553332657,24.0,-94.1500015258789,,RG610,68.3992453499668,68.4785368128651,54.491827119622,54.2922010314796,130.21042368786544,-16.357242642744847,0.002725770172040223,-0.3609934941214191,0.3610029683108688
2021012100821,2021-01-22 04:15:09.102685,59236.17718868848,4.0,306.79496754514463,-87.4514073593859,2.13751961909998,-283.432758727318,180.662749637617,27.7939849182148,5.3595236294246,-1.52667798122945,4.0,-94.1500015258789,,RG610,27.7939849182148,27.793655006506,180.662749637617,180.661283363355,307.2543743770427,-87.47985176900127,-27.564409913883605,1.7066645769238011,2.097206191560966
2021012100822,2021-01-22 04:15:17.685909,59236.17728803136,8.0,306.79510374793614,-87.4514209752768,2.13754120858823,-283.432758727318,180.661499281196,27.7937180384179,5.3595236294246,-1.52667798122945,8.0,-94.1500015258789,,RG610,27.7937180384179,27.7931905373116,180.661499281196,180.659198392881,307.25205236656063,-87.47977219673575,-27.416917117470987,1.7010732875361272,2.0888760636090304
2021012100829,2021-01-22 04:21:46.710669,59236.18179063274,4.0,147.89158830351715,-38.1916427700069,1.12628494819952,-173.52320859271748,115.593159575466,62.5721614642971,2.58148031740386,-0.666517422440482,4.0,-94.1500015258789,,RG610,62.5721614642971,62.5949209018581,115.593159575466,115.599453825955,147.8965414048156,-38.192867239093054,-0.29718607790669405,0.07346814517040713,0.2448525655882161
2021012100830,2021-01-22 04:21:55.287184,59236.181889897955,8.0,147.89159291925867,-38.1916446481916,1.12607283599864,-173.52320859271748,115.599453825955,62.594920901858096,2.58148031740386,-0.666517422440482,8.0,-94.1500015258789,,RG610,62.5949209018581,62.6306591018074,115.599453825955,115.609386045937,147.89654704260275,-38.192789837753516,-0.29724740064568106,0.06871137371495933,0.24351393525311135
2021012100843,2021-01-22 04:45:18.025293,59236.19812529275,2.0,147.89135838071337,-38.192349150427,1.08506535841587,-168.0700260600127,117.470261980285,67.1344943924778,2.58148031740386,-0.666517422440482,2.0,-94.1500015258789,,RG610,67.1344943924778,67.1472786947124,117.470261980285,117.477628667344,147.89603473355774,-38.19192095457056,-0.28058117066349064,-0.02569175138597594,0.2220120283148773
2021012100844,2021-01-22 04:45:23.602509,59236.19818984385,4.0,147.89137018452763,-38.1923554310337,1.08494794676361,-168.0700260600127,117.477628667344,67.1472786947124,2.58148031740386,-0.666517422440482,4.0,-94.1500015258789,,RG610,67.1472786947124,67.1696380360954,117.477628667344,117.49053188086,147.8961129926691,-38.19188057148987,-0.28456848848773425,-0.028491572629136836,0.22546179800045582
2021012100852,2021-01-22 04:57:00.721876,59236.20625835504,8.0,306.86427910046814,-87.4492005714292,2.14295988660957,-273.2911543866848,180.133248944534,27.7166505738278,5.3595236294246,-1.52667798122945,8.0,-94.1500015258789,,RG610,27.7166505738278,27.7165043934365,180.133248944534,180.130886812462,307.216293668002,-87.48087830520593,-21.12087405203434,1.9006640266050738,2.117812977482129
2021012100859,2021-01-22 05:23:40.974840,59236.22477980139,2.0,147.88874879201921,-38.1927189571326,1.03876381407591,-155.886851808998,124.93104048489501,74.2792443021026,2.58148031740386,-0.666517422440482,2.0,-94.1500015258789,,RG610,74.2792443021026,74.2940156741824,124.931040484895,124.956966717247,147.89551330286534,-38.190217607286336,-0.40587065076696294,-0.15008099077527748,0.3525354352853151
2021012100860,2021-01-22 05:23:46.536688,59236.22484417463,4.0,147.8887626250777,-38.1926851608126,1.03869452085013,-155.886851808998,124.951777536859,74.2910634561267,2.58148031740386,-0.666517422440482,4.0,-94.1500015258789,,RG610,74.2910634561267,74.3116762324062,124.951777536859,124.988444675197,147.8955668336023,-38.190186465123915,-0.40825251147770436,-0.14992174132104802,0.3541629280561205
2021012100867,2021-01-22 05:32:04.668371,59236.23060958763,4.0,306.92929602831714,-87.4476714359655,2.14295112434271,-264.3862875559459,179.68250371929,27.7167212053319,5.3595236294246,-1.52667798122945,4.0,-94.1500015258789,,RG610,27.7167212053319,27.7167989893933,179.68250371929,179.681215811928,307.18862472952827,-87.481737869001,-15.559722072666789,2.0439859821294664,2.1567539948348933
2021012100868,2021-01-22 05:32:13.233767,59236.23070872416,8.0,306.92937590194464,-87.447658548942,2.14294408901235,-264.3862875559459,179.681215811928,27.7167989893933,5.3595236294246,-1.52667798122945,8.0,-94.1500015258789,,RG610,27.7167989893933,27.71695768676,179.681215811928,179.679065574368,307.1879860814853,-87.48170332875284,-15.516610772440025,2.0426867886493825,2.1549166760164984
2021012100875,2021-01-22 05:38:58.601701,59236.23540048265,6.0,102.03778907669367,-44.3066791976673,1.14983488917823,-377.888176320431,232.240139473914,60.3989619596832,1.7805776306794,-0.773464144963634,6.0,-94.1500015258789,,RG610,60.3989619596832,60.3732677384251,232.240139473914,232.25605078481,102.0281431792432,-44.308251473402606,0.5787538470265906,0.09433654411768165,0.4247653628336971
2021012100876,2021-01-22 05:39:10.188018,59236.23553458354,12.0,102.03781647387656,-44.3066659368799,1.15010875978453,-377.888176320431,232.25605078480996,60.37326773842509,1.7805776306794,-0.773464144963634,12.0,-94.1500015258789,,RG610,60.3732677384251,60.330370722615,232.25605078481,232.282415111287,102.02818027362494,-44.308276630787745,0.5781720150968085,0.09664163447083303,0.4248777437185363
2021012100883,2021-01-22 05:45:44.198034,59236.24009488465,2.0,147.88674277773777,-38.1902805207821,1.02239706029788,-144.3544030743437,134.46258403777,77.9698727114883,2.58148031740386,-0.666517422440482,2.0,-94.1500015258789,,RG610,77.9698727114883,77.9826959057536,134.46258403777,134.510971088399,147.89526013896437,-38.18850930133149,-0.5110416735990789,-0.1062731670360289,0.4154853110029278
2021012100884,2021-01-22 05:45:49.780879,59236.240159500914,4.0,147.88678199391657,-38.1902669909623,1.02235218628174,-144.3544030743437,134.510971088399,77.9826959057536,2.58148031740386,-0.666517422440482,4.0,-94.1500015258789,,RG610,77.9826959057536,77.9981101139274,134.510971088399,134.569592107524,147.89521809778523,-38.18852274525693,-0.5061662321186862,-0.1046547423213355,0.4113672779571978
2021012100891,2021-01-22 05:58:54.927876,59236.24924685042,4.0,306.93649276718816,-87.4461744462583,2.14012227064729,-258.2250622691131,179.338505942782,27.7568090542336,5.3595236294246,-1.52667798122945,4.0,-94.1500015258789,,RG610,27.7568090542336,27.7570683344384,179.338505942782,179.337022234162,307.16736974040714,-87.48187628062043,-13.852618393139077,2.1421100617279167,2.228071387980769
2021012100892,2021-01-22 05:59:03.503032,59236.24934609991,8.0,306.9364917061331,-87.4461714544066,2.14010516367189,-258.2250622691131,179.337233681639,27.7570263131638,5.3595236294246,-1.52667798122945,8.0,-94.1500015258789,,RG610,27.7570263131638,27.7574290915509,179.337233681639,179.334899265727,307.1663728185124,-87.48189263673964,-13.79286674276261,2.1432709399818664,2.228461608351017
2021012100899,2021-01-22 06:12:39.425510,59236.25878964711,6.0,102.04027907453711,-44.3118196460385,1.2275750994915,-369.686015867671,234.75442298197598,54.5177054985397,1.7805776306794,-0.773464144963634,6.0,-94.1500015258789,,RG610,54.5177054985397,54.4911636992329,234.754422981976,234.761645276783,102.0296452562494,-44.30918280341181,0.6380290972618493,-0.15821055760099093,0.48318681235743044
2021012100900,2021-01-22 06:12:51.001921,59236.258923633344,12.0,102.04030286845753,-44.3118245750075,1.22795376669187,-369.686015867671,234.761645276783,54.4911636992329,1.7805776306794,-0.773464144963634,12.0,-94.1500015258789,,RG610,54.4911636992329,54.4468683584564,234.761645276783,234.773647268041,102.02960542557021,-44.30914380907663,0.6418465732371028,-0.16084595585196915,0.48663353526063435
2021012100907,2021-01-22 06:27:29.217261,59236.26908816274,12.0,130.23093151107565,-16.3493227772311,1.06949407022624,-313.17983827681303,307.4702899937984,69.2167111321323,2.27262258418648,-0.285276553332657,12.0,-94.1500015258789,,RG610,69.2167111321323,69.1738132222526,-52.5297100062016,-52.6476324314717,130.22421303089553,-16.350381624469133,0.4031088108087289,0.06353083428219973,0.3919899465203783
2021012100908,2021-01-22 06:27:49.799471,59236.26932638277,24.0,130.23094644144297,-16.3493558719885,1.06979059951979,-313.17983827681303,307.3523675685283,69.1738132222526,2.27262258418648,-0.285276553332657,24.0,-94.1500015258789,,RG610,69.1738132222526,69.0992625637882,-52.6476324314717,-52.8508947009686,130.22428899310862,-16.350373320603754,0.3994469000630557,0.06104691691524928,0.3881245395362226
2021012100916,2021-01-22 06:39:37.460247,59236.277516901,8.0,306.95553269800314,-87.4475995026927,2.13104088133901,-248.32943046752084,178.83399717923,27.8863722666283,5.3595236294246,-1.52667798122945,8.0,-94.1500015258789,,RG610,27.8863722666283,27.8871335669537,178.83399717923,178.831778992375,307.1255533357947,-87.48255687703397,-10.201238267490487,2.097442460476009,2.145418731959922
2021012100917,2021-01-22 07:32:43.744893,59236.31439519552,5.0,119.09105323623056,-48.0416175376141,1.27372742494853,-333.27986484969097,229.20752399110603,51.7959969325893,2.075837380067,-0.838486749856943,5.0,-94.1500015258789,,RG610,51.7959969325893,51.7741025074356,229.207523991106,229.214561213492,119.08569523181009,-48.03213506841509,0.3214802652286738,-0.5689481519415888,0.6082015668561778
2021012100928,2021-01-22 08:07:24.352168,59236.338476298246,2.0,147.92331030465385,-38.175775272675,1.07565197598465,-374.842392945227,241.56112559580697,68.3705779000156,2.58148031740386,-0.666517422440482,2.0,-94.1500015258789,,RG610,68.3705779000156,68.3547390087479,241.561125595807,241.572150368913,147.91608958390597,-38.18105012961146,0.43324324487324334,0.3164914161884531,0.4649230627849036
2021012100929,2021-01-22 08:07:29.930793,59236.33854086566,4.0,147.92336712018025,-38.1757594654046,1.07576085728422,-374.842392945227,241.572150368913,68.3547390087479,2.58148031740386,-0.666517422440482,4.0,-94.1500015258789,,RG610,68.3547390087479,68.3325379176968,241.572150368913,241.587519426568,147.91609871243173,-38.181066914248795,0.43610446491123206,0.31844693065204793,0.4679018464080388
2021012100936,2021-01-22 08:17:26.755609,59236.345448560285,4.0,307.26182252711664,-87.4487154520896,2.09033774661632,-223.9213151738065,177.786455978116,28.4831624313374,5.3595236294246,-1.52667798122945,4.0,-94.1500015258789,,RG610,28.4831624313374,28.4839657529374,177.786455978116,177.785520781239,307.0288690078964,-87.48219881254235,13.977211153211478,2.009001627164999,2.1019307636811306
2021012100937,2021-01-22 08:17:35.321407,59236.34554770147,8.0,307.26174736170714,-87.4487079959064,2.09027892050413,-223.9213151738065,177.785520781239,28.4839657529374,5.3595236294246,-1.52667798122945,8.0,-94.1500015258789,,RG610,28.4839657529374,28.4854382856865,177.785520781239,177.783825625142,307.0280626273188,-87.48219153847502,14.021084063303679,2.0090125541168358,2.1025130448259715
2021012600081,2021-01-27 01:15:54.683872,59241.052716248516,5.0,102.01949857193517,-44.3164803591728,1.11162765558122,-130.6054136201443,130.467872698297,64.0732123537891,1.7805776306794,-0.773464144963634,5.0,-94.1500015258789,,empty_1,64.0732123537891,64.0950893445843,130.467872698297,130.489524830569,102.02309962151764,-44.31598293766167,-0.2160629749512913,-0.029845290667529605,0.15744653342809253
2021012600088,2021-01-27 01:28:00.135336,59241.061112677504,6.0,101.99875853168142,-44.3172904999888,1.09405439638082,-153.5352276089048,132.685039420117,66.0414124115341,1.7805776306794,-0.773464144963634,6.0,-94.1500015258789,,RG610,66.0414124115341,66.0652022643917,132.685039420117,132.715505291213,102.00591943582818,-44.317191823992,-0.42965424880596814,-0.005920559808537747,0.30746712031910683
2021012600089,2021-01-27 01:28:11.710144,59241.061246645186,12.0,101.99882547725876,-44.3172803546814,1.09386141455765,-153.5352276089048,132.715505291213,66.0652022643917,1.7805776306794,-0.773464144963634,12.0,-94.1500015258789,,RG610,66.0652022643917,66.1022918506496,132.715505291213,132.76322938918,102.00586940968793,-44.31718770726857,-0.42263594575247465,-0.005558844768190639,0.30243976573554743
2021012600104,2021-01-27 01:40:23.753891,59241.06971937374,12.0,130.2176797761052,-16.3523168204973,1.47494607485917,-206.1922586501287,84.727392126355,42.6218224151962,2.27262258418648,-0.285276553332657,12.0,-94.1500015258789,,RG610,42.6218224151962,42.6757053120964,84.727392126355,84.6913660359714,130.20827652276472,-16.35632371098238,0.5641952004298928,0.24041342910432092,0.5923487383291506
2021012600105,2021-01-27 01:40:44.320182,59241.069957409505,24.0,130.21772099699757,-16.3523555237882,1.47348339159932,-206.1922586501287,84.6913660359714,42.6757053120964,2.27262258418648,-0.285276553332657,24.0,-94.1500015258789,,RG610,42.6757053120964,42.7727301999112,84.6913660359714,84.6262612235732,130.20831189502178,-16.356391158641667,0.5645461185472388,0.24213809120818527,0.5933580687644767
2021012600113,2021-01-27 01:45:56.858996,59241.073574756905,4.0,147.92405243298927,-38.1888426015664,1.70024818406751,-193.1820922145956,117.53962032913098,35.9487733825226,2.58148031740386,-0.666517422440482,4.0,-94.1500015258789,,RG610,35.9487733825226,35.9679078146,117.539620329131,117.534250099648,147.89936171418893,-38.19582745047687,1.4814431280203697,0.41909093462788966,1.2374528434791465
2021012600114,2021-01-27 01:51:43.675393,59241.07758883557,5.0,102.01949941642856,-44.3164649785878,1.06658720882843,-122.27960157863279,138.678950895046,69.6244507118099,1.7805776306794,-0.773464144963634,5.0,-94.1500015258789,,RG610,69.6244507118099,69.6434595270985,138.678950895046,138.720261831259,102.0257481607445,-44.31574934910466,-0.3749246589577072,-0.04293776898841198,0.2716718493203813
